CountySt,DIRSALES_FARMS12,MEDHHINC15,METRO13,PCT_18YOUNGER10,PCT_65OLDER10,PCT_DIABETES_ADULTS13,PCT_HISP10,PCT_LACCESS_HHNV15,PCT_LACCESS_POP15,PCT_LACCESS_SNAP15,PCT_NHBLACK10,PCT_NHWHITE10,POVRATE15,SNAPSPTH12,2010_Census_Population,HDM,PCA,healthy_store_ratio,healthy_restaurant_ratio,sum_farms,has_food_tax,has_soda_tax,has_chip_tax,has_recfac,has_slaughter,has_fmrkt,PCA_dt_medinc,PCA_dt_allinc
"Adams, IN",0.8337809991251108,0.2001947823907857,0.0,1.9780025183821615,-0.5292901495011885,1.1281436452787637,0.15989102209611114,2.00789564382172,-0.8932100472544968,-0.49148791992919333,-0.8731166361209058,0.685200588340629,-0.3965603560912217,-0.9632506514965987,0.2009441333315383,-0.08207763775468643,-0.5730641049296802,0.839121020439341,0.18803291253891433,0.8409063506463135,0.0,1.0,0.0,1.0,0.0,1.0,-0.7019120822317817,-0.5159434904788842
"Adams, MS",-1.1619759226681268,-1.669522685521518,0.0,-0.37114304508114654,0.05000893180799716,1.1281436452787637,0.5069239167444505,1.0406031099467716,0.24763693940860007,0.7887048685771995,2.0551111261893786,-1.6508991706967506,1.8245559358037484,0.761333775554078,0.14708496400725282,0.8231486730502683,-1.0681764492203154,-0.715217795675016,-0.007527483323829335,-0.8976552584244694,1.0,1.0,1.0,1.0,0.0,1.0,0.0036931473011059257,0.021532400311510047
"Adams, ND",-1.887753435404271,0.10779868428683397,0.0,-1.4499967040152453,1.7898905708701007,-0.22262956564382042,-1.5420216464349044,-1.535423749488965,0.25226692816475715,-1.3158094287186994,-0.7649033140914543,1.30568183615937,-1.0272467187906675,1.215981289719886,-1.7742830559638987,-1.886794274217554,1.0316896572623016,2.4320166996367525,0.48365796677876627,-1.2447784131572894,0.0,1.0,0.0,0.0,0.0,0.0,0.9621777136926188,0.7266353758663975
"Adams, NE",-0.4878930103874749,0.1518086115452386,0.0,0.2630286336625509,-0.07323346665978053,-0.08919249600723042,0.62981507447956,-0.42460985125948064,0.6927090614900374,0.5486571550756066,-0.3386532790068916,0.10043112577791635,-0.4183712879116543,-1.3218832820534516,0.12847516003183487,0.15598903189918953,0.0072745727921206755,0.839121020439341,-0.9785064496488202,-0.40471680821774897,0.0,0.0,0.0,1.0,1.0,1.0,-0.09050019336372826,-0.41414859804313947
"Adams, OH",0.8901723046231349,-1.1669394746249704,0.0,0.639402063139969,-0.24250404825211266,0.1714577311709981,-1.546864876344376,1.3944649688720412,-1.032320234094858,-0.16260963722290353,-0.8846466641224967,1.4768688136194033,0.945616266743319,1.0966061254680664,0.07329305774494996,0.6425432443553143,-0.4216362591011922,-0.5006512079936529,-1.824555935803749,0.35749573205332313,0.0,1.0,0.0,0.0,0.0,0.0,0.32747842712570596,0.48153166029996974
"Adams, PA",1.837975157391464,1.143700260319695,1.0,-0.4370309692106748,0.017295283482588242,0.25101591868327155,0.43714660212441164,-0.5381954534981706,-0.6725030476574692,-1.029191802140421,-0.045501237286259606,0.2444868838526222,-1.4678604169994043,-1.4735300944557221,0.9032067308694052,-0.275694418715956,0.04554032389504749,1.0095003577108697,0.033879835403491765,1.753828021744377,0.0,1.0,0.0,1.0,1.0,1.0,-0.6892193100024021,-0.8745126005419059
"Adams, WA",-0.022584156380876554,0.11195485759442556,0.0,2.6044080083795635,-1.5303886064803007,-0.01129135828113005,2.1602621874976506,-1.773929024066149,-0.2488803108238236,0.6412516340753469,-1.0404392736194616,-1.644947861353574,0.24584036910272783,-0.6392892599300904,-0.25155823504647,-0.5092020438642008,0.2990018363021412,0.9495472701112365,0.12452336608306717,0.7697613987560095,0.0,1.0,0.0,1.0,1.0,1.0,0.2268208315422383,-0.0869351459694151
"Adams, WI",-0.2639845916795205,-0.42728019263266387,0.0,-2.1693595333621816,1.624336256854845,0.6943105320478632,0.08903600084055806,-0.22474053356955703,-0.8231683028531912,-0.5752669916456301,0.24219365689357303,0.2887402592754465,0.3857258721466417,-1.969598741655364,-0.17525266287968572,0.01380069383179172,-0.3707607605986174,-1.7164151476324772,0.9416998217386928,0.15112149093066193,0.0,1.0,0.0,1.0,0.0,1.0,-0.0966493375767819,-0.5615873009532353
"Addison, VT",1.7502216171233853,0.9913428083178037,0.0,-1.023182466383849,-0.5207205243555301,-2.0331037518114194,-0.518593415148722,0.013682710715802479,-1.6064829649733283,-1.495882782514547,-0.31406626594838133,0.6189009114067645,-1.3589129518125596,-0.5716343481501203,0.2548280448237053,-0.689388266313337,1.5944035119937985,0.31565447647153555,0.698679915157406,1.417448670274906,0.0,0.0,0.0,1.0,1.0,1.0,0.9574866127667966,0.9824173183263915
"Aiken, SC",0.9358520864464077,0.10203833861976574,1.0,-0.11007712811403632,-0.08536561076447544,0.6943105320478632,0.2965803691648874,0.3202531281659148,0.2388242077249138,0.4935154557069171,1.235067090365426,-0.7120500067812103,0.4808394206668124,0.09928296395027475,1.157086001368932,-0.10069615129611449,-0.3038785831696052,-0.4855486396368183,-0.22911078227349319,1.4045331071795468,0.0,0.0,0.0,1.0,0.0,1.0,-0.3696912789157813,-0.14568139276395103
"Aitkin, MN",0.45424895715848385,-0.3123760433228349,0.0,-1.7156759932319536,2.3269871238986672,0.2110697649159576,-1.4110539096997425,1.113647519101845,0.8703177629301301,0.6592899376814496,-0.7946215117703713,0.7728825721259381,-0.13971029888186212,0.3488432464886077,-0.38041547145097726,-1.5993184034475798,0.6262513979432138,-2.1696940641754074,0.8480746535481313,0.15112149093066193,0.0,1.0,0.0,0.0,1.0,0.0,0.8265722971295921,0.9231794689013284
"Alachua, FL",1.5712864975769105,0.0012829517304579982,1.0,-1.7675665865968135,-1.359838360514692,-1.2529876254001933,0.6456133440520943,-0.3816945864468203,-0.315619736526923,-0.30919708624804315,1.11916105680891,-0.8549093183512988,0.9165865035350885,0.06641377557786907,1.3684863250013506,-1.2179225242327463,1.3848512575486929,-0.33883406866792765,-0.5073222520907086,2.0168051913007474,0.0,1.0,0.0,1.0,1.0,1.0,1.3837428638008624,1.5331021173082915
"Alamance, NC",1.0909945623603086,-0.5700555460749552,1.0,0.05378877184288454,-0.2966366205286373,-0.05146002009662907,0.822381183544506,-0.11438018893839866,0.29398638908396346,0.5387151614593021,1.0665436467192906,-0.725040387288682,0.6014391227954631,0.052102764245504966,1.1156452264887777,-0.39153449223259384,0.2668161009272433,-0.384374765774373,-0.5104254602929112,1.061884134877072,0.0,1.0,0.0,1.0,1.0,1.0,0.6326167117162783,0.5192950557791751
