CountySt,DIRSALES_FARMS12,MEDHHINC15,METRO13,PCT_18YOUNGER10,PCT_65OLDER10,PCT_DIABETES_ADULTS13,PCT_HISP10,PCT_LACCESS_HHNV15,PCT_LACCESS_POP15,PCT_LACCESS_SNAP15,PCT_NHBLACK10,PCT_NHWHITE10,POVRATE15,SNAPSPTH12,2010_Census_Population,HDM,PCA,healthy_store_ratio,healthy_restaurant_ratio,sum_farms,has_food_tax,has_soda_tax,has_chip_tax,has_recfac,has_slaughter,has_fmrkt
"Campbell, KY",46.0,51694.0,1.0,22.80375487,12.79334927,10.9,1.654932696,2.653267031,30.39513197,2.594740486,2.494022317,93.43561814,14.4,0.782842727,90336.0,340.5,0.25073704285299914,0.5,1.1363636363636365,88.0,0.0,1.0,0.0,1.0,0.0,1.0
"Campbell, SD",2.0,49569.0,0.0,19.0313779,25.23874488,9.9,1.36425648,2.951889464,93.35514541,4.334278159,0.068212824,97.54433834,9.5,0.716332378,1466.0,315.2,0.748179897253004,0.5,6.0,12.0,1.0,1.0,1.0,0.0,0.0,1.0
"Campbell, TN",18.0,33092.0,1.0,21.97907457,17.21927498,13.4,1.159249435,4.692053719,19.13393148,4.687393191,0.287356322,97.03801945,26.2,0.975177305,40716.0,437.5,-1.27677110324088,0.55,0.64,18.0,1.0,1.0,1.0,1.0,0.0,0.0
"Campbell, VA",51.0,46938.0,1.0,21.96127056,15.83640276,11.0,1.673899566,3.555461012,14.69142941,1.216847118,14.10780059,81.31541519,11.7,0.950214214,54842.0,377.8,-0.09148837209703886,0.2926829268292683,0.9629629629629629,60.0,1.0,1.0,1.0,1.0,1.0,1.0
"Campbell, WY",53.0,83042.0,0.0,28.14037674,5.670561203,7.0,7.827368695,1.280923617,23.32854595,0.397677962,0.290464526,88.94283918,7.5,0.398615811,46133.0,335.4,1.4036643968061095,0.5789473684210527,0.9259259259259259,22.0,0.0,0.0,0.0,1.0,0.0,1.0
"Canadian, OK",58.0,63291.0,1.0,26.91165906,10.88444794,11.9,6.745657386,1.040685315,23.33231896,1.857267496,2.440692049,79.72927359,9.8,0.494315709,115541.0,374.3,-0.3182068066817575,0.5,0.8852459016393442,42.0,1.0,1.0,1.0,1.0,0.0,1.0
"Candler, GA",3.0,32806.0,0.0,25.63193308,14.40261866,13.7,11.15657392,5.729229349,3.52595857,0.963577429,24.26804874,63.18421531,28.1,1.379268987,10998.0,454.3,-1.50347739075983,0.3157894736842105,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cannon, TN",34.0,43864.0,1.0,22.46938628,16.05680748,12.9,1.521628867,3.635875779,2.317469095,0.581842897,1.210057242,95.57278458,16.4,0.627519127,13801.0,479.7,-1.4894413917045406,0.6,1.6,27.0,1.0,1.0,1.0,0.0,0.0,1.0
"Canyon, ID",292.0,44585.0,1.0,31.49007797,10.79593273,9.5,23.85575076,1.527521869,19.31212827,3.367157405,0.464210287,72.27971184,15.9,0.563469632,188923.0,312.0,0.8889468170915374,0.7857142857142857,0.82,275.0,1.0,1.0,1.0,1.0,1.0,1.0
"Cape Girardeau, MO",52.0,49615.0,1.0,21.93487856,14.31667415,11.3,1.95047176,2.283368431,25.23754828,2.400433191,6.990511933,87.9192325,16.4,0.482997618,75674.0,346.1,0.08978160674112373,0.4090909090909091,1.0952380952380953,44.0,1.0,1.0,1.0,1.0,1.0,1.0
"Cape May, NJ",39.0,55632.0,1.0,18.86495656,21.56685344,11.0,6.224232766,3.288591337,37.80073842,2.123105556,4.363337274,86.89867887,10.5,0.834164036,97265.0,394.5,-0.23196679783237456,2.3333333333333335,1.5635359116022098,93.0,0.0,1.0,0.0,1.0,0.0,1.0
"Carbon, MT",40.0,49389.0,1.0,19.70629093,18.80333399,9.0,1.865449494,1.097379789,35.98696372,1.69636236,0.297678111,95.93173249,11.7,0.633619697,10078.0,293.3,1.1885601290639218,1.0,1.7142857142857142,53.0,0.0,0.0,0.0,1.0,1.0,1.0
"Carbon, PA",26.0,52121.0,1.0,20.75127588,17.84548422,10.7,3.287406704,3.608970048,11.05424828,1.514273322,1.360940398,93.74549802,11.5,0.502517716,65249.0,376.6,0.003992559645190474,0.8181818181818182,1.6129032258064515,25.0,0.0,1.0,0.0,1.0,0.0,1.0
"Carbon, UT",39.0,47894.0,0.0,26.73456992,13.56351913,9.6,12.42349203,3.681913244,28.2294043,4.039823935,0.392468346,84.13306546,16.3,0.576579121,21403.0,342.9,0.6005574455370776,0.75,0.7647058823529411,52.0,1.0,1.0,1.0,1.0,0.0,1.0
"Carbon, WY",21.0,60209.0,0.0,23.61347183,12.86748505,8.2,16.79571923,2.041328205,54.06980491,4.592066988,0.686181933,79.84261882,11.4,0.606408783,15885.0,295.2,1.4002753499623493,0.375,4.166666666666667,33.0,0.0,0.0,0.0,0.0,0.0,1.0
"Caribou, ID",37.0,57017.0,0.0,28.95303748,15.84087319,10.5,4.825506247,2.813142224,31.45379007,3.01586009,0.057446503,93.0776964,10.8,0.73670252,6963.0,282.8,0.8499515197319998,1.5,1.25,21.0,1.0,1.0,1.0,0.0,0.0,1.0
"Carlisle, KY",8.0,43144.0,0.0,22.60971787,18.90673981,13.1,1.626175549,4.373140137,2.262358209,0.115443892,0.685736677,96.12068966,14.8,1.754734472,5104.0,409.8,-0.9583753043138364,0.5,2.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
"Carlton, MN",54.0,54945.0,1.0,23.6364664,15.02571639,9.5,1.367772565,2.81222312,26.50187059,1.746925676,1.396032329,88.8995648,10.8,0.59645053,35386.0,299.2,0.9966189038826931,0.4090909090909091,1.9230769230769231,43.0,0.0,1.0,0.0,1.0,0.0,1.0
"Caroline, MD",29.0,51294.0,0.0,25.24345249,13.3460352,11.9,5.492046211,3.811489596,5.261695537,1.480059225,13.66963044,78.18605214,14.4,0.896550319,33066.0,356.7,-0.17015768734391837,0.375,1.3076923076923077,111.0,0.0,1.0,0.0,1.0,0.0,1.0
"Caroline, VA",8.0,54696.0,1.0,23.97617796,13.11613242,10.5,3.359607637,4.835682331,4.795846612,0.749788673,29.06638641,63.56629883,12.0,0.736343136,28545.0,370.9,0.10886473486474937,0.4375,1.4,34.0,1.0,1.0,1.0,0.0,0.0,1.0
"Carroll, AR",38.0,37587.0,0.0,22.52787291,18.69489179,13.0,12.71223493,2.951562161,7.080343868,1.010691865,0.269620345,84.02681629,16.6,0.860195581,27446.0,343.9,-0.37557007043980994,0.8,3.1875,50.0,1.0,1.0,1.0,1.0,1.0,1.0
"Carroll, GA",22.0,45453.0,1.0,25.44536629,10.95478933,11.3,6.152342866,3.328639917,21.90328522,4.140314229,17.97026971,72.86092991,20.4,1.125500388,110527.0,436.4,-0.6698113180433564,0.32926829268292684,0.8522727272727273,84.0,0.0,0.0,0.0,1.0,1.0,1.0
"Carroll, IA",17.0,58575.0,0.0,24.86548809,18.61068409,8.9,1.599730976,1.144328642,4.994236821,0.438745831,0.393927748,96.65161414,8.7,0.630119723,20816.0,320.3,0.989901545524014,0.6923076923076923,1.2941176470588236,19.0,0.0,1.0,0.0,1.0,1.0,1.0
"Carroll, IL",35.0,50432.0,0.0,20.54331579,21.19971404,12.2,2.840059791,2.133234362,18.72604886,1.71827253,0.792877104,94.85929681,10.7,0.693935558,15387.0,356.0,-0.24965604370308525,0.5,0.9166666666666666,37.0,1.0,1.0,1.0,0.0,0.0,1.0
"Carroll, IN",32.0,52550.0,1.0,24.59439345,15.78764575,13.4,3.52766063,2.224287133,4.532992154,0.228727919,0.208385016,95.20218308,9.4,0.555693788,20155.0,333.1,-0.39857064535051745,0.875,1.0,22.0,0.0,1.0,0.0,1.0,0.0,0.0
"Carroll, KY",21.0,46499.0,0.0,25.14106003,12.90352419,12.5,7.298122283,7.516562343,37.83275399,9.68724894,1.4799741,88.56720007,17.6,1.368501529,10811.0,419.1,-0.8658324576619189,0.5555555555555556,0.6666666666666666,27.0,0.0,1.0,0.0,0.0,0.0,1.0
"Carroll, MD",119.0,84506.0,1.0,24.67301686,13.04881113,9.5,2.610480213,1.92403693,24.04320621,1.392836047,3.128627329,91.20107219,6.2,0.377752661,167134.0,354.7,0.5297594650616668,0.6956521739130435,0.883495145631068,106.0,0.0,1.0,0.0,1.0,1.0,1.0
"Carroll, MO",15.0,43638.0,0.0,23.58257127,19.13932222,11.2,1.269499731,2.520095708,18.50192755,1.170852812,1.603012372,95.67509414,15.7,0.999706508,9295.0,453.2,-0.7826687074215616,0.3333333333333333,1.8,40.0,1.0,1.0,1.0,0.0,1.0,1.0
"Carroll, MS",9.0,39439.0,0.0,21.54383316,17.14636218,16.8,1.000283099,2.924599031,40.92440047,5.389929763,32.49976408,65.36755686,19.0,0.655601394,10597.0,481.4,-2.61376834760375,0.16666666666666666,1.3333333333333333,27.0,1.0,1.0,1.0,0.0,0.0,1.0
"Carroll, NH",126.0,54351.0,0.0,18.64778954,20.57384249,10.1,0.989167259,3.254525549,1.82393951,0.233398211,0.263499101,96.79409427,9.6,0.94778593,47818.0,260.6,1.1505441934011547,0.5869565217391305,2.2083333333333335,203.0,0.0,0.0,0.0,1.0,0.0,1.0
"Carroll, OH",105.0,52166.0,1.0,23.01636843,16.656263,12.7,0.825357192,4.324694268,5.91024996,0.684074943,0.461229019,97.25343321,13.0,0.862863073,28836.0,342.1,-0.2750420096292455,1.0,0.8235294117647058,58.0,0.0,1.0,0.0,1.0,0.0,1.0
"Carroll, TN",26.0,38412.0,0.0,21.92342753,17.89145221,14.6,2.086108969,3.757057193,8.707670638,1.318557661,9.995792721,85.74083164,21.1,0.977456851,28522.0,615.3,-3.1139503782465088,0.42857142857142855,1.0,24.0,1.0,1.0,1.0,1.0,0.0,0.0
"Carroll, VA",60.0,42790.0,0.0,20.6976899,19.42946542,12.3,2.583050396,5.467760251,4.797179119,0.558147596,0.589175155,95.93236136,15.0,1.077574174,30042.0,356.1,-0.27895945641632786,0.17857142857142858,1.3636363636363635,94.0,1.0,1.0,1.0,1.0,0.0,1.0
"Carson City, NV",0.0,47015.0,1.0,21.37533017,16.52313927,8.2,21.30658176,0.98549534,20.08076861,1.71645933,1.814596374,70.70774686,16.4,0.685352007,55274.0,361.5,0.8425675879112853,1.0,1.18,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Carson, TX",2.0,61083.0,1.0,25.67130379,17.16273051,11.0,8.492397282,0.993213397,19.99226569,0.655867001,0.566159819,88.53121967,8.5,1.13691733,6182.0,423.3,-0.47422899311247474,0.5,0.8333333333333334,5.0,0.0,1.0,0.0,0.0,0.0,0.0
"Carter, KY",48.0,37204.0,0.0,23.46320346,14.85930736,14.3,1.158008658,4.286706235,5.515168476,1.017309723,0.523088023,97.15007215,19.7,1.267612501,27720.0,446.8,-1.6111616246167542,0.6,0.6,62.0,0.0,1.0,0.0,1.0,0.0,1.0
"Carter, MO",10.0,32269.0,0.0,24.18196329,16.60015962,11.2,1.660015962,8.562962,49.7427067,11.7088071,0.07980846,95.6424581,21.4,1.730011711,6265.0,457.4,-0.8179986108999094,1.0,1.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0
"Carter, MT",7.0,46398.0,0.0,17.5,23.18965517,9.3,0.689655172,3.066169987,99.99999981,0.613496931,0.086206897,97.5862069,13.9,0.849617672,1160.0,327.7,0.8138047222071327,0.5,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
"Carter, OK",18.0,45287.0,0.0,25.75225519,14.8831928,12.5,5.315726391,2.420050013,10.00731291,1.152835632,6.589986753,72.54032004,16.3,1.058888773,47557.0,506.7,-1.6027133016388897,0.42424242424242425,1.2424242424242424,201.0,1.0,1.0,1.0,1.0,0.0,1.0
"Carter, TN",15.0,35053.0,1.0,20.0821956,17.09738089,14.2,1.549874617,3.858208594,41.29962627,8.282406683,1.29388409,95.5158122,23.6,1.025775143,57424.0,384.3,-1.0569567887966285,0.5454545454545454,0.7419354838709677,47.0,1.0,1.0,1.0,1.0,0.0,0.0
"Carteret, NC",29.0,50837.0,0.0,18.91859363,19.04496833,10.3,3.371496487,2.848872379,25.18475194,2.600066189,5.996780454,87.41067264,13.8,0.809528034,66469.0,319.3,0.5998422838119671,0.5777777777777777,1.793103448275862,45.0,0.0,1.0,0.0,1.0,0.0,1.0
"Carver, MN",63.0,93857.0,1.0,29.88181279,8.465323697,6.8,3.860855429,1.25369635,27.62107338,0.652792004,1.17308495,90.65705938,4.5,0.397515661,91042.0,191.9,2.6676938813867026,0.6428571428571429,0.8695652173913043,62.0,0.0,1.0,0.0,1.0,1.0,1.0
"Cascade, MT",51.0,45597.0,1.0,22.90752149,15.60367406,9.1,3.333456294,1.414335332,25.45244276,2.363378036,1.177960579,87.42484046,14.4,0.626098732,81327.0,267.5,1.3771244544671588,0.9629629629629629,0.9714285714285714,37.0,0.0,0.0,0.0,1.0,1.0,1.0
"Casey, KY",68.0,33576.0,0.0,23.5976183,16.12660608,14.4,2.369163272,5.785648409,4.409284138,0.894506186,0.501410216,96.05766217,25.1,1.367989056,15955.0,355.3,-0.8699366662307891,0.7692307692307693,1.5,96.0,0.0,1.0,0.0,1.0,1.0,0.0
"Cass, IA",23.0,45915.0,0.0,22.84322155,20.95156205,10.7,1.812840355,1.718041098,25.49221679,3.161118295,0.236457438,96.74691889,13.9,1.178070879,13956.0,364.8,0.10325276465578712,1.1,1.7,17.0,0.0,1.0,0.0,1.0,1.0,1.0
"Cass, IL",19.0,46647.0,0.0,24.93036212,15.70151004,10.6,16.79372526,2.028222791,11.2013936,0.656183186,2.778185017,79.38718663,12.2,1.162093267,13642.0,400.9,-0.17195394308720757,0.6666666666666666,1.5,19.0,1.0,1.0,1.0,1.0,1.0,0.0
"Cass, IN",41.0,45575.0,0.0,25.90206847,15.07468049,9.8,12.56736642,1.428222709,4.017449251,0.344329161,1.331930401,83.72427244,13.1,0.736545623,38966.0,348.0,0.5007323993858538,0.7142857142857143,0.7333333333333333,25.0,0.0,1.0,0.0,1.0,1.0,1.0
"Cass, MI",84.0,49889.0,1.0,23.44099593,15.97728185,12.2,3.002313885,2.710918383,8.169238547,0.806455227,5.308549902,87.39984319,14.8,0.698671567,52293.0,359.7,-0.28078000629115357,0.8095238095238095,1.3529411764705883,118.0,0.0,0.0,0.0,1.0,0.0,1.0
"Cass, MN",39.0,47645.0,0.0,21.71386565,21.10477124,10.2,1.190184479,4.245724375,11.87783164,1.658242095,0.206532012,85.35372983,15.0,0.91100375,28567.0,239.8,1.2970491099015968,0.6842105263157895,4.666666666666667,45.0,0.0,1.0,0.0,0.0,1.0,1.0
"Cass, MO",79.0,62996.0,1.0,26.52345242,13.56078731,10.8,4.008926597,1.735010893,30.28606461,3.673242709,3.462072016,89.54643238,9.2,0.5446189,99478.0,296.3,0.6510044420888942,0.4186046511627907,1.3404255319148937,61.0,1.0,1.0,1.0,1.0,0.0,1.0
"Cass, ND",18.0,55946.0,1.0,21.80560563,9.714377278,7.0,2.012979209,0.64974649,13.95735438,0.676580565,2.251331971,90.48725447,10.7,0.490425234,149778.0,250.4,2.1186743481536268,0.5932203389830508,0.8407079646017699,9.0,0.0,1.0,0.0,1.0,1.0,1.0
"Cass, NE",38.0,66519.0,1.0,25.32783963,14.27439483,8.9,2.408779367,1.825146105,24.52532257,1.172222826,0.32486827,95.41222614,7.1,0.38793618,25241.0,276.4,1.3591831556905558,0.4,1.1666666666666667,39.0,0.0,0.0,0.0,0.0,1.0,1.0
"Cass, TX",34.0,39274.0,0.0,23.19130777,19.08810399,13.7,3.456538866,4.462496298,6.955439079,1.30175464,17.39430147,77.21244748,20.0,0.607748238,30464.0,482.7,-1.7423748333277063,0.4666666666666667,1.1875,60.0,0.0,1.0,0.0,0.0,1.0,0.0
"Cassia, ID",33.0,47932.0,0.0,33.05594284,12.8703381,9.0,24.93900314,2.524272948,28.53455348,2.619748839,0.165562914,72.94353433,16.7,0.390697808,22952.0,272.5,1.3635272700995498,0.30434782608695654,0.9090909090909091,68.0,1.0,1.0,1.0,1.0,0.0,0.0
"Castro, TX",1.0,43372.0,0.0,31.29496403,13.358968,9.3,59.8858844,0.292135628,11.9115559,0.975292511,1.848176631,37.2612255,18.8,0.734933856,8062.0,359.5,0.5463068815853555,0.42857142857142855,0.8333333333333334,11.0,0.0,1.0,0.0,0.0,0.0,0.0
"Caswell, NC",60.0,40504.0,0.0,20.61216746,15.83119019,13.2,3.136725832,6.017968112,7.822722365,1.544172211,33.69029048,61.18723386,20.1,0.911688274,23719.0,300.6,-0.06826003841197645,0.3333333333333333,1.1428571428571428,98.0,0.0,1.0,0.0,1.0,0.0,0.0
"Catawba, NC",41.0,41745.0,1.0,23.83744283,14.10552093,13.5,8.4427111,2.154247737,21.46750204,3.243271888,8.329338292,77.99271823,15.1,1.132247844,154358.0,350.1,-0.570034860155207,0.3804347826086957,1.032,57.0,0.0,1.0,0.0,1.0,1.0,1.0
"Catoosa, GA",25.0,50979.0,1.0,24.92884176,13.53726815,12.2,2.297394514,1.5227068,34.86528093,4.336205274,2.120671859,92.50414438,13.1,0.957015036,63942.0,366.9,-0.3413455551111785,0.3548387096774194,0.7857142857142857,20.0,0.0,0.0,0.0,1.0,0.0,1.0
"Catron, NM",12.0,36570.0,0.0,15.83892617,27.94630872,10.2,19.03355705,0.0,100.0000006,9.236111143,0.402684564,76.02684564,23.4,2.460360853,3725.0,276.8,0.9858094840209125,0.8,7.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cattaraugus, NY",141.0,40933.0,0.0,23.40849384,15.46247992,9.3,1.674614341,4.017729204,7.362148129,1.009320477,1.202734166,91.94691037,18.0,0.636604663,80317.0,476.4,-0.437042098561995,0.9142857142857143,1.7674418604651163,144.0,0.0,1.0,0.0,1.0,1.0,1.0
"Cavalier, ND",13.0,57200.0,0.0,19.68444778,25.59479088,11.2,0.601051841,0.844247306,36.42685084,1.434599671,0.100175307,97.42048585,9.4,1.118709895,3993.0,304.8,0.4656545488133984,1.6666666666666667,1.75,19.0,0.0,1.0,0.0,0.0,0.0,1.0
"Cayuga, NY",140.0,51925.0,0.0,21.61547497,15.28878115,10.0,2.36923,2.002924089,6.599715187,0.76232051,3.760027991,91.34281359,12.7,0.539479418,80026.0,326.3,0.6263457849536125,0.8,1.28,205.0,0.0,1.0,0.0,1.0,0.0,1.0
"Cecil, MD",38.0,68972.0,1.0,25.07714523,11.74486688,11.2,3.369664122,2.966494654,22.50175279,2.686349628,6.01337184,87.37983147,10.0,0.645715335,101108.0,377.6,-0.1467304448112992,0.4444444444444444,0.8833333333333333,60.0,0.0,1.0,0.0,1.0,0.0,1.0
"Cedar, IA",36.0,60120.0,0.0,24.52565004,16.71982269,10.6,1.53521812,2.258530571,20.1340462,1.880214881,0.281096275,96.74577004,7.3,0.859759629,18499.0,268.1,0.9451439573710314,0.35714285714285715,1.5555555555555556,31.0,0.0,1.0,0.0,1.0,0.0,1.0
"Cedar, MO",25.0,37654.0,0.0,23.65899013,22.35731655,13.0,1.459018738,2.869727063,11.74740409,2.223148278,0.100128737,96.06637105,19.9,0.827354639,13982.0,439.1,-1.1763812159490301,0.625,1.5,30.0,1.0,1.0,1.0,1.0,1.0,1.0
"Cedar, NE",18.0,56092.0,0.0,25.41798464,20.37957524,8.8,1.276547673,2.173688767,15.95105119,0.737347681,0.079078174,97.81970176,9.4,0.590746246,8852.0,320.1,1.0200461464153119,0.8571428571428571,5.5,12.0,0.0,0.0,0.0,1.0,1.0,1.0
"Centre, PA",167.0,55084.0,1.0,15.91791675,11.27735567,7.8,2.396259497,3.198229127,16.12158953,1.483455972,2.893694396,87.94532112,16.1,0.419966789,153990.0,314.0,1.3559808706285836,0.6666666666666666,1.1444444444444444,259.0,0.0,1.0,0.0,1.0,0.0,1.0
"Cerro Gordo, IA",26.0,50208.0,0.0,21.49668184,17.93617359,10.4,3.836832688,0.863671291,16.5549346,1.836590154,1.25704967,92.58227447,12.3,0.820239944,44151.0,328.5,0.49399074689563816,0.7272727272727273,1.170731707317073,10.0,0.0,1.0,0.0,1.0,1.0,1.0
"Chaffee, CO",28.0,50947.0,0.0,16.77803358,19.78213263,6.4,9.422202257,0.831662531,10.01079285,0.739104887,1.499241956,86.56858892,11.7,0.817263545,17809.0,241.5,2.364313443211719,0.47619047619047616,1.608695652173913,21.0,0.0,1.0,0.0,1.0,1.0,1.0
"Chambers, TX",35.0,77282.0,1.0,28.52461819,9.385684978,9.6,18.90528835,1.751113984,19.20946919,0.900569381,8.026555733,70.56929565,9.6,0.481176557,35096.0,366.7,0.4003546591597725,0.34615384615384615,0.7222222222222222,25.0,0.0,1.0,0.0,1.0,0.0,0.0
"Champaign, IL",55.0,50813.0,1.0,19.43445676,9.979063164,7.4,5.274988686,1.120489785,15.77293879,1.014770182,12.21050224,70.8520447,20.1,0.628045941,201081.0,265.3,1.8794884114825527,0.7941176470588235,1.0251572327044025,57.0,1.0,1.0,1.0,1.0,1.0,1.0
"Champaign, OH",80.0,58837.0,0.0,25.03927975,14.36017657,13.2,1.124772427,1.638554175,1.564028148,0.317059875,2.179714193,94.1292366,10.8,0.6697839,40097.0,358.8,-0.5578315580405119,1.3333333333333333,0.7083333333333334,64.0,0.0,1.0,0.0,1.0,0.0,1.0
"Chariton, MO",19.0,46230.0,0.0,22.58970757,21.38935002,11.5,0.510790448,2.108355144,10.26248668,0.650060784,1.979312987,96.33507853,13.3,0.915152307,7831.0,401.7,-0.4348434693283301,0.375,3.3333333333333335,61.0,1.0,1.0,1.0,0.0,1.0,0.0
"Charles City, VA",10.0,51645.0,1.0,17.92998897,16.73098126,14.2,1.212789416,5.009166058,2.298385625,0.379559297,48.38754135,40.50441014,11.6,0.221228634,7256.0,299.0,-0.339423272914943,0.5,3.0,18.0,1.0,1.0,1.0,0.0,0.0,0.0
"Charles Mix, SD",12.0,41005.0,0.0,29.63084675,17.73469164,11.7,1.665023551,3.175559863,10.03626999,1.250299658,0.087632818,64.61824953,23.3,1.338252315,9129.0,299.3,0.36960877593054237,0.5,0.625,15.0,1.0,1.0,1.0,0.0,0.0,1.0
"Charles, MD",50.0,87941.0,1.0,26.53274287,9.451999645,11.4,4.270868162,1.853378603,29.4897776,2.436346784,40.39617608,48.38247436,7.1,0.443250637,146551.0,317.5,0.3018992011299262,0.8888888888888888,0.6831683168316832,81.0,0.0,1.0,0.0,1.0,0.0,1.0
"Charleston, SC",50.0,56244.0,1.0,20.74703962,12.76980317,11.1,5.390209846,2.119664248,19.35422373,2.235456624,29.54778432,62.03724062,14.9,0.934973153,350209.0,279.3,0.7086197587528397,0.9036144578313253,1.194915254237288,144.0,0.0,0.0,0.0,1.0,0.0,1.0
"Charlevoix, MI",45.0,48267.0,0.0,22.02782381,18.62499518,10.0,1.383482986,1.995860494,5.472644227,0.491186639,0.292882192,94.80904852,11.6,0.874226646,25949.0,332.6,0.5733509297360906,0.8095238095238095,2.0625,69.0,0.0,0.0,0.0,1.0,0.0,1.0
"Charlotte, FL",18.0,45495.0,1.0,14.30071635,34.12906775,14.1,5.758916851,2.21701322,41.81416901,4.144228567,5.389491055,86.02932903,12.4,0.692012057,159978.0,249.5,0.10542709975791492,0.5333333333333333,1.4805194805194806,68.0,0.0,1.0,0.0,1.0,0.0,1.0
"Charlotte, VA",17.0,37819.0,0.0,23.04941999,18.67948514,12.0,1.906880661,8.599453972,33.69408237,5.994724254,29.70761163,66.60575242,19.2,1.088358594,12586.0,398.7,-0.5519189466625837,0.375,3.5,74.0,1.0,1.0,1.0,1.0,0.0,0.0
"Charlton, GA",8.0,37037.0,0.0,21.70733711,12.67767644,11.6,2.547038041,7.048023682,18.13230619,3.481125052,28.28855476,66.68309917,32.5,1.222264009,12171.0,330.2,0.13814385344645452,0.5555555555555556,0.5714285714285714,25.0,0.0,0.0,0.0,1.0,0.0,0.0
"Chase, KS",15.0,48911.0,0.0,22.04301075,21.1827957,11.9,3.584229391,2.984051267,93.74360548,8.061665994,1.218637993,93.08243728,12.7,1.088139282,2790.0,335.8,0.005650641869765182,0.6666666666666666,4.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0
"Chase, NE",7.0,55319.0,0.0,23.80231972,20.42360061,10.2,11.14473021,0.41379049,29.42085528,2.03009321,0.126071609,88.02319718,8.2,1.230314961,3966.0,277.1,0.9832859194867447,1.3333333333333333,3.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chatham, GA",5.0,48885.0,1.0,22.63321867,12.39552216,11.0,5.420023536,1.072423516,22.10819375,1.96519529,39.70685857,50.35001961,17.8,0.857046046,265128.0,349.2,0.1490914468269496,0.5460526315789473,1.2048192771084338,7.0,0.0,0.0,0.0,1.0,0.0,1.0
"Chatham, NC",119.0,58860.0,1.0,21.79513424,18.3150933,12.1,12.95646012,3.665066993,4.845340551,0.776979337,13.025746,71.1518778,11.6,0.68080312,63505.0,197.4,1.112930631228763,0.39473684210526316,1.1935483870967742,191.0,0.0,1.0,0.0,1.0,1.0,1.0
"Chattahoochee, GA",0.0,41066.0,1.0,27.09683145,3.727700364,6.4,12.40791693,3.510583945,96.77834038,11.09492949,18.16810154,62.91825686,21.0,0.306819053,11267.0,523.2,-0.005313654371760534,2.0,1.5,6.0,0.0,0.0,0.0,1.0,0.0,0.0
"Chattooga, GA",20.0,38063.0,0.0,22.5177782,14.61080146,11.0,4.009225447,2.901213921,5.073589452,1.261892281,11.09359985,82.98673842,20.4,1.415613865,26015.0,498.5,-1.1068025030105137,0.32142857142857145,0.8461538461538461,35.0,0.0,0.0,0.0,1.0,0.0,0.0
"Chautauqua, KS",6.0,42324.0,0.0,20.65958027,24.42082311,12.6,2.371218316,3.385395948,36.63934541,5.032420018,0.354319978,89.69746525,16.8,1.540184822,3669.0,398.3,-0.7193275411614769,0.4,10.0,28.0,1.0,1.0,1.0,1.0,1.0,0.0
"Chautauqua, NY",204.0,43973.0,0.0,21.82721174,16.5901931,9.9,6.10874319,3.184411027,17.72036081,2.329587199,2.048107928,89.29468886,17.2,0.814368836,134905.0,407.3,-0.02655441473648297,0.8679245283018868,1.372340425531915,658.0,0.0,1.0,0.0,1.0,1.0,1.0
"Chaves, NM",26.0,39265.0,0.0,28.00365603,14.15644756,9.2,52.00548404,1.399077307,24.97724219,4.14755462,1.643689542,43.87386701,21.1,0.84747051,65645.0,373.0,0.46120870208299514,0.64,1.1,139.0,0.0,0.0,0.0,1.0,0.0,1.0
"Cheatham, TN",38.0,56447.0,1.0,24.93798747,10.86817543,12.3,2.32706815,1.934848397,1.115928212,0.240918566,1.411584196,94.39713592,10.6,0.513525672,39105.0,397.3,-0.6255289857753599,0.3888888888888889,0.9473684210526315,37.0,1.0,1.0,1.0,1.0,0.0,0.0
"Cheboygan, MI",55.0,41036.0,0.0,20.4420312,21.49357602,12.1,0.806821658,4.119654463,10.80063876,2.550632086,0.493270113,93.01009483,17.6,0.935423521,26152.0,338.1,-0.07062113529589274,0.6956521739130435,3.3636363636363638,76.0,0.0,0.0,0.0,1.0,1.0,1.0
"Chelan, WA",135.0,53604.0,1.0,24.93064469,15.42379198,9.4,25.82777801,3.050252236,20.55644334,2.24099256,0.244296302,70.66926145,12.7,0.70568757,72453.0,250.5,1.4347397711311038,1.4137931034482758,1.4310344827586208,738.0,0.0,1.0,0.0,1.0,0.0,1.0
"Chemung, NY",56.0,51285.0,1.0,22.37982664,15.69627378,9.4,2.521670607,2.71181766,22.81877222,2.187858338,6.223122819,87.40628166,14.9,0.907274316,88830.0,405.3,0.13258047150056573,0.5957446808510638,1.1864406779661016,65.0,0.0,1.0,0.0,1.0,0.0,1.0
