CountySt,DIRSALES_FARMS12,MEDHHINC15,METRO13,PCT_18YOUNGER10,PCT_65OLDER10,PCT_DIABETES_ADULTS13,PCT_HISP10,PCT_LACCESS_HHNV15,PCT_LACCESS_POP15,PCT_LACCESS_SNAP15,PCT_NHBLACK10,PCT_NHWHITE10,POVRATE15,SNAPSPTH12,2010_Census_Population,HDM,PCA,healthy_store_ratio,healthy_restaurant_ratio,sum_farms,has_food_tax,has_soda_tax,has_chip_tax,has_recfac,has_slaughter,has_fmrkt
"Abbeville, SC",45.0,35932.0,0.0,22.76822599,16.53617657,17.0,1.003265531,3.35670159,1.106041998,0.217533005,28.17012236,69.10335602,19.1,0.693863458,25417.0,321.4,-1.324791711784677,0.6153846153846154,1.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0
"Accomack, VA",21.0,38690.0,0.0,20.88107587,19.10505367,13.6,8.593655771,8.967943638,5.127053747,0.481565018,27.90073574,61.10843083,20.4,1.192225788,33164.0,402.5,-1.039279689991686,0.5862068965517241,1.85,39.0,1.0,1.0,1.0,1.0,1.0,1.0
"Ada, ID",229.0,58431.0,1.0,26.43100175,10.46168746,7.5,7.112000306,0.682614946,17.17356616,1.216921193,1.065334574,86.48375875,11.7,0.512148555,392365.0,274.5,1.7736368745662237,0.7567567567567568,0.9528301886792453,174.0,1.0,1.0,1.0,1.0,1.0,1.0
"Adair, IA",28.0,51531.0,0.0,22.45508982,21.40067691,11.6,1.314761781,2.26978145,6.375785631,0.587491667,0.143191877,97.72194741,11.9,1.269883705,7682.0,326.5,0.16926781603452282,0.5,1.75,27.0,0.0,1.0,0.0,1.0,0.0,1.0
"Adair, KY",20.0,32007.0,0.0,22.54502573,15.32482847,15.1,1.70990566,4.682255119,9.259422345,1.700273463,2.685463122,94.114494,27.2,1.137884873,18656.0,478.2,-2.1029925088077963,0.45454545454545453,1.3333333333333333,62.0,0.0,1.0,0.0,1.0,1.0,1.0
"Adair, MO",29.0,40222.0,0.0,19.41656578,12.53563479,9.0,2.042410278,3.299713402,18.01778764,2.623406244,1.530831413,92.75198188,21.9,0.514704924,25607.0,326.6,0.908444465771306,0.35294117647058826,1.05,29.0,1.0,1.0,1.0,1.0,0.0,1.0
"Adair, OK",35.0,31572.0,0.0,28.02539347,12.93479698,14.3,5.277079751,4.539647392,7.278826956,1.684646742,0.23365516,42.13728343,28.4,1.058212929,22683.0,491.0,-1.9829667993174633,0.38461538461538464,0.6,30.0,1.0,1.0,1.0,0.0,0.0,0.0
"Adams, CO",96.0,62991.0,1.0,28.56026793,8.347316481,7.2,38.01559319,0.707179412,15.14838311,1.701609296,2.764247525,53.20842476,12.8,0.47215175,441603.0,262.8,1.9574425650043228,0.7583333333333333,0.7649253731343284,54.0,0.0,1.0,0.0,1.0,1.0,1.0
"Adams, IA",7.0,48162.0,0.0,21.07222636,21.34524696,10.1,0.91834202,0.2997713,6.422805721,0.320380712,0.198560437,97.34425416,12.5,1.022756328,4029.0,384.5,0.10831204078989097,0.6666666666666666,0.75,8.0,0.0,1.0,0.0,0.0,1.0,1.0
"Adams, ID",23.0,39943.0,0.0,19.19014085,20.8249497,11.6,2.364185111,2.475442914,10.669243,0.778661079,0.100603622,94.76861167,15.8,1.383567476,3976.0,307.5,0.3290935698651445,0.4,3.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0
"Adams, IL",43.0,47264.0,0.0,23.04069863,17.50592373,10.1,1.156431158,1.157202745,15.41878121,1.292438766,3.409683621,93.01223492,13.4,0.739120298,67103.0,319.6,0.6542431683481719,0.6774193548387096,1.59375,74.0,1.0,1.0,1.0,1.0,1.0,1.0
"Adams, IN",70.0,49251.0,0.0,31.15712333,13.8133597,13.9,4.106202926,8.75615299,8.645048653,1.356432975,0.296623724,94.57353069,12.8,0.555313061,34387.0,340.0,-0.5989237523123052,0.8461538461538461,1.2941176470588236,101.0,0.0,1.0,0.0,1.0,0.0,1.0
"Adams, MS",6.0,32673.0,0.0,22.27761092,15.84048054,13.9,6.656965043,4.83257954,22.24334569,3.914933369,53.10090721,38.65684119,29.6,1.084407364,32297.0,419.4,-1.266827165688692,0.4,1.1666666666666667,14.0,1.0,1.0,1.0,1.0,0.0,1.0
"Adams, ND",1.0,48106.0,0.0,19.03542467,24.24242424,10.5,0.853606487,0.851517854,22.28559969,0.471483761,0.341442595,96.71361502,10.1,1.298139334,2343.0,233.7,1.2629749151574483,2.5,1.5,9.0,0.0,1.0,0.0,0.0,0.0,0.0
"Adams, NE",15.0,48579.0,0.0,23.9669685,15.4253284,10.8,8.111210305,2.003266429,29.19310418,3.258371796,0.698252774,88.46766994,12.7,0.468864236,31364.0,358.3,0.1294677716942343,0.8461538461538461,0.7931034482758621,25.0,0.0,0.0,0.0,1.0,1.0,1.0
"Adams, OH",75.0,36609.0,0.0,24.99124343,14.81611208,11.4,0.851138354,6.034843519,7.09532586,1.831547021,0.294220665,97.06830123,21.3,1.243386243,28550.0,401.9,-0.4080636211492558,0.4375,0.5294117647058824,60.0,0.0,1.0,0.0,0.0,0.0,0.0
"Adams, PA",191.0,60558.0,1.0,22.12667765,15.73264173,11.6,6.030155709,1.842945635,10.9924052,0.722172473,1.429881566,90.55587879,8.5,0.430289772,101407.0,325.7,0.17599732145897015,0.9615384615384616,1.1935483870967742,320.0,0.0,1.0,0.0,1.0,1.0,1.0
"Adams, WA",27.0,48127.0,0.0,34.77146519,10.22533106,11.0,59.26420333,0.697854135,15.95592135,3.479041461,0.250961128,38.77616403,16.5,0.631412786,18728.0,308.7,0.4897726589395903,0.9,1.25,95.0,0.0,1.0,0.0,1.0,1.0,1.0
"Adams, WI",20.0,42844.0,0.0,16.38802395,23.46826347,12.8,3.750898204,2.287691063,9.324864796,1.25726415,2.926946108,91.08023952,17.4,0.334477812,20875.0,347.5,-0.3489283957794506,0.25,2.0,47.0,0.0,1.0,0.0,1.0,0.0,1.0
"Addison, VT",181.0,58408.0,0.0,20.37424296,13.85622335,6.7,1.86035143,2.643694941,2.356941181,0.335698509,0.730561364,94.13106651,8.9,0.650882206,36821.0,296.4,1.8171144598534699,0.6551724137931034,1.7058823529411764,197.0,0.0,0.0,0.0,1.0,1.0,1.0
"Aiken, SC",79.0,48012.0,1.0,23.00326673,15.37736026,12.8,4.886976183,3.191611913,22.13796581,3.123130338,24.38678568,67.81179145,18.1,0.84094948,160099.0,338.3,-0.2715390833983076,0.44086021505376344,1.0449438202247192,195.0,0.0,0.0,0.0,1.0,0.0,1.0
"Aitkin, MN",46.0,43817.0,0.0,18.01012221,27.2373781,11.5,0.931983706,5.069552521,32.35110466,3.53529756,0.327120109,95.03764967,14.2,0.926100333,16202.0,249.1,0.8488096903849779,0.2,1.9,47.0,0.0,1.0,0.0,0.0,1.0,0.0
"Alachua, FL",152.0,47023.0,1.0,17.90479348,10.76551735,8.3,8.390206036,2.064161037,15.2279375,1.618978422,19.98091665,63.66481224,21.1,0.829630985,247336.0,267.5,1.6048222507486476,0.47619047619047616,0.9595959595959596,474.0,0.0,1.0,0.0,1.0,1.0,1.0
"Alamance, NC",94.0,41566.0,1.0,23.45183979,14.61050347,10.9,11.00965388,2.441776617,22.92153078,3.23682687,18.51704812,67.30452389,18.9,0.825645357,151131.0,317.2,0.44673388834002464,0.4634146341463415,0.957983193277311,133.0,0.0,1.0,0.0,1.0,1.0,1.0
"Alameda, CA",45.0,81462.0,1.0,22.55363441,11.10701324,8.5,22.50516629,0.247724305,7.148677186,0.236171902,12.19158681,34.0706403,11.5,0.559747093,1510271.0,225.6,1.900355648283699,1.8456375838926173,1.2850595783684693,183.0,0.0,1.0,0.0,1.0,1.0,1.0
"Alamosa, CO",17.0,40067.0,0.0,24.78471997,11.34347685,6.7,46.03431531,1.587643232,5.925453148,1.092099471,0.89349304,49.64066041,24.0,0.763768475,15445.0,299.5,1.7910376263337369,0.7777777777777778,1.4285714285714286,37.0,0.0,1.0,0.0,1.0,1.0,1.0
"Albany, NY",90.0,57312.0,1.0,19.93103312,13.90974478,9.8,4.903617309,1.988695286,27.06973166,1.562674085,11.96433972,75.9858516,12.6,0.848461039,304204.0,335.5,0.6058809216428416,0.946969696969697,1.0796178343949046,135.0,0.0,1.0,0.0,1.0,1.0,1.0
"Albany, WY",33.0,44455.0,0.0,16.63131216,8.722003361,6.9,8.821179647,1.214783534,37.05266423,1.758893483,1.074409763,84.83980275,20.1,0.268269128,36299.0,258.8,2.076476765732117,0.6363636363636364,0.96875,46.0,0.0,0.0,0.0,1.0,1.0,1.0
"Albemarle, VA",87.0,71293.0,1.0,21.50651713,14.27099121,7.6,5.47337577,1.578579916,15.43766777,0.935736677,9.58573305,77.93270688,9.5,0.435203568,98970.0,209.5,2.2919469657673743,0.3793103448275862,1.1964285714285714,158.0,1.0,1.0,1.0,1.0,0.0,1.0
"Alcona, MI",28.0,37618.0,0.0,14.55858161,31.44763297,14.0,1.133248035,3.858597431,10.98963669,1.86252658,0.118808262,97.06634984,15.8,1.159692838,10942.0,471.8,-1.7360719955251716,0.4444444444444444,2.75,30.0,0.0,0.0,0.0,0.0,0.0,1.0
"Alcorn, MS",7.0,41383.0,0.0,24.34357881,15.88903581,14.3,2.725530939,4.233957762,10.16549273,1.790120033,11.35817794,84.49955474,19.6,0.715297959,37057.0,557.2,-2.5398333731904716,0.4090909090909091,1.1379310344827587,14.0,1.0,1.0,1.0,1.0,0.0,1.0
"Alexander, IL",3.0,32922.0,1.0,22.88176742,16.95799951,11.4,1.881524642,5.127756807,21.21933856,5.527271717,35.29983006,60.48798252,28.6,0.774393392,8238.0,418.3,-0.5460184823504243,0.75,7.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0
"Alexander, NC",42.0,41092.0,1.0,22.72434002,15.12715737,11.6,4.303994838,3.08633878,6.530453819,0.877679895,5.443841067,87.82999086,15.5,0.60601127,37198.0,297.2,0.41573595220490256,0.5,1.4375,67.0,0.0,1.0,0.0,1.0,0.0,0.0
"Alfalfa, OK",5.0,52551.0,0.0,18.04324708,20.24104927,13.2,3.970223325,1.985594152,58.77694571,4.867568234,3.970223325,87.2562921,14.6,0.88245676,5642.0,400.5,-0.9086070282898234,0.6,2.5,14.0,1.0,1.0,1.0,0.0,0.0,0.0
"Alger, MI",28.0,43341.0,0.0,17.13363191,20.57077388,11.0,1.187376315,4.150269554,34.79863254,5.377410787,6.322258098,85.54317259,14.6,1.013171226,9601.0,330.7,0.3047112597672917,0.8181818181818182,2.0,47.0,0.0,0.0,0.0,0.0,0.0,1.0
"Allamakee, IA",31.0,47756.0,0.0,23.09839498,19.56036288,9.1,5.282623866,1.425498482,8.128616843,0.570988514,0.76064201,92.9867411,10.8,0.948233476,14330.0,306.4,1.0499022532034128,1.0,3.6666666666666665,27.0,0.0,1.0,0.0,1.0,1.0,1.0
"Allegan, MI",166.0,55611.0,0.0,26.23150941,12.95957202,10.3,6.69072239,1.909392462,4.063115844,0.449949262,1.134568433,89.71079276,11.2,0.59354332,111408.0,316.4,0.6242367409755887,0.5384615384615384,1.7291666666666667,273.0,0.0,0.0,0.0,1.0,1.0,1.0
"Allegany, MD",17.0,39859.0,1.0,18.00444817,17.84862892,12.8,1.444990478,2.966187909,34.13217816,4.130509707,7.936127426,88.15773703,20.0,0.702588769,75087.0,498.9,-1.6224872973560875,0.8,0.7966101694915254,28.0,0.0,1.0,0.0,1.0,1.0,1.0
"Allegany, NY",98.0,44331.0,0.0,21.6074858,15.20655416,9.3,1.368855473,5.916984402,7.710938407,0.613496987,1.009275528,95.41331263,16.8,0.982277643,48946.0,388.1,0.305727062661367,0.5172413793103449,1.6363636363636365,102.0,0.0,1.0,0.0,1.0,0.0,1.0
"Alleghany, NC",17.0,36113.0,0.0,20.03585836,20.65441506,12.8,9.000448229,5.271228867,3.861072369,0.549746643,1.192290453,88.4087853,22.9,1.14395534,11155.0,314.9,-0.07470104973322604,0.375,1.4285714285714286,47.0,0.0,1.0,0.0,1.0,0.0,1.0
"Alleghany, VA",22.0,45210.0,0.0,21.23076923,20.33846154,11.0,1.083076923,3.124370313,13.27735107,1.354909268,4.621538462,92.55384615,18.2,1.073115629,16250.0,362.8,0.034689854611346604,0.36363636363636365,0.6666666666666666,7.0,1.0,1.0,1.0,1.0,0.0,0.0
"Allegheny, PA",71.0,54412.0,1.0,19.75423183,16.76211511,9.7,1.558836897,2.208546666,25.54295144,2.279785543,13.07869878,80.61581823,12.2,0.623709671,1223348.0,362.8,0.40469877356876655,0.7535545023696683,1.1003201707577375,90.0,0.0,1.0,0.0,1.0,1.0,1.0
"Allen, IN",100.0,50017.0,1.0,27.005395,11.85858739,10.3,6.499047362,2.693270437,30.36175736,3.28610501,11.53803939,76.48939434,14.6,0.698506154,355329.0,323.2,0.5670359448677871,0.6016260162601627,1.1272727272727272,69.0,0.0,1.0,0.0,1.0,1.0,1.0
"Allen, KS",27.0,41604.0,0.0,23.54348964,18.28584249,10.9,2.931717897,2.929782958,39.96050759,5.93804998,1.817365941,91.87794481,18.9,1.076156869,13371.0,366.3,0.033710492914576035,0.8333333333333334,1.5555555555555556,26.0,1.0,1.0,1.0,0.0,1.0,1.0
"Allen, KY",63.0,42287.0,1.0,24.48887553,14.68731209,13.7,1.488274203,4.711483414,0.973505964,0.145440531,0.796752856,96.22669874,19.8,0.783440541,19956.0,425.6,-1.2620563836577858,0.45454545454545453,1.0,119.0,0.0,1.0,0.0,1.0,1.0,0.0
"Allen, OH",37.0,49297.0,1.0,23.92999219,14.76239291,13.0,2.363374745,1.757523752,18.18404448,1.776639559,11.76326753,82.48582257,15.5,0.729179546,106331.0,362.6,-0.5328722597362642,0.4791666666666667,0.5428571428571428,31.0,0.0,1.0,0.0,1.0,1.0,1.0
"Allendale, SC",7.0,27089.0,0.0,22.32459929,13.19704386,19.2,2.293886169,8.200004112,16.70659491,6.400391038,73.37556387,23.1308187,41.0,1.568548925,10419.0,436.7,-2.920850620857228,0.3333333333333333,0.4,32.0,0.0,0.0,0.0,0.0,0.0,1.0
"Alpena, MI",69.0,40665.0,0.0,20.91019663,19.47766741,11.4,1.027096425,2.392821772,6.180749369,1.221950347,0.26353132,96.7058585,16.2,1.074661923,29598.0,398.1,-0.3760984703831319,0.4782608695652174,1.3157894736842106,66.0,0.0,0.0,0.0,1.0,0.0,1.0
"Alpine, CA",0.0,50882.0,0.0,21.78723404,14.12765957,10.3,7.14893617,1.875538926,48.95000781,3.386934241,0.0,72.5106383,19.0,0.0,1175.0,286.3,0.8774343825704153,2.0,1.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Amador, CA",52.0,55879.0,0.0,16.78349216,20.64792208,10.2,12.48588906,2.395700767,14.01342702,0.669408018,2.462523956,79.61198183,13.1,0.79654381,38091.0,312.7,0.6838229280988435,1.2727272727272727,3.076923076923077,230.0,0.0,1.0,0.0,1.0,0.0,1.0
"Amelia, VA",23.0,53078.0,1.0,22.23798266,15.75256107,11.8,2.285263987,2.632962856,16.46385993,2.011464999,23.04964539,72.75807723,11.1,0.803354495,12690.0,310.8,0.24440991091892697,0.42857142857142855,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0
"Amherst, VA",19.0,48646.0,1.0,21.45087009,16.4745155,12.7,1.931814669,4.356897883,16.79234689,2.024291413,18.86687479,75.69931691,15.0,0.887784091,32353.0,312.5,-0.026050308924698076,0.4090909090909091,0.8421052631578947,38.0,1.0,1.0,1.0,1.0,1.0,1.0
"Amite, MS",14.0,37085.0,0.0,22.50399817,18.20120326,17.6,0.837712284,7.73105277,17.84083189,3.295202628,41.09359531,57.23859569,22.2,0.778215122,13131.0,462.0,-2.678275637342394,0.4166666666666667,0.6666666666666666,48.0,1.0,1.0,1.0,1.0,0.0,0.0
"Anderson, KS",35.0,47267.0,0.0,25.38879289,20.15551716,9.8,1.518143668,4.037054026,22.31824335,1.509892271,0.493705258,95.95161688,14.0,0.494716012,8102.0,356.5,0.42923140425110196,0.5,2.5,25.0,1.0,1.0,1.0,0.0,0.0,1.0
"Anderson, KY",39.0,55523.0,0.0,25.42364969,12.03958732,12.2,1.344475048,1.402410759,21.35771594,2.322903241,1.993370991,94.83217403,10.7,0.598306333,21421.0,376.6,-0.42294080838260145,0.2,1.2727272727272727,51.0,0.0,1.0,0.0,0.0,0.0,1.0
"Anderson, SC",94.0,44745.0,1.0,23.95444781,15.13899725,13.2,2.910872888,3.317041519,27.7430505,4.636239889,15.93044259,78.75014696,17.2,1.074700959,187126.0,319.1,-0.2238798513523185,0.2824427480916031,0.832258064516129,193.0,0.0,0.0,0.0,1.0,0.0,1.0
"Anderson, TN",42.0,44488.0,1.0,21.91430739,17.388758,12.3,2.353285682,3.512271282,29.84627138,4.60049357,3.749550773,90.68934766,19.7,0.921555108,75129.0,374.4,-0.4328968930005577,0.5897435897435898,0.5245901639344263,24.0,1.0,1.0,1.0,1.0,0.0,1.0
"Anderson, TX",57.0,43062.0,0.0,19.62947757,12.55260187,11.7,15.88661945,4.146503969,39.53477954,3.599923765,20.90731807,61.22686373,21.0,0.557083119,58458.0,517.1,-1.4624990758752148,0.22580645161290322,1.2105263157894737,105.0,0.0,1.0,0.0,1.0,0.0,0.0
"Andrew, MO",27.0,58675.0,1.0,24.08189231,15.5051761,9.9,1.677173096,2.076848591,10.58417799,0.654459817,0.404834885,96.24081892,9.5,0.31578343,17291.0,354.0,0.4217988841673135,0.5,0.36363636363636365,34.0,1.0,1.0,1.0,1.0,0.0,0.0
"Andrews, TX",2.0,72184.0,0.0,29.16272149,11.24712566,8.8,48.66089544,1.755324263,33.9238162,3.574409513,1.345867713,47.90342216,10.4,0.620462865,14786.0,427.2,0.11913360771743987,0.2857142857142857,0.9,18.0,0.0,1.0,0.0,0.0,0.0,0.0
"Androscoggin, ME",171.0,48930.0,1.0,22.56968301,14.09815974,11.2,1.549646246,2.309358855,12.05021641,2.1124993,3.582106182,91.85623294,15.0,1.282420615,107702.0,333.2,0.22675710624552203,0.5074626865671642,1.2,256.0,0.0,1.0,0.0,1.0,1.0,1.0
"Angelina, TX",40.0,45428.0,0.0,26.74395823,13.64856922,12.9,19.75890563,3.047790672,24.1178868,4.412750061,14.79757062,63.25730947,17.9,0.615508141,86771.0,381.1,-0.6600298481414203,0.4418604651162791,0.7258064516129032,63.0,0.0,1.0,0.0,1.0,0.0,0.0
"Anne Arundel, MD",47.0,90825.0,1.0,23.26041186,11.84102846,9.3,6.11952624,1.385412207,35.39021505,1.745969907,15.21772286,72.4228875,6.0,0.412815538,537656.0,312.8,0.9391417607374621,0.7808988764044944,0.7653508771929824,73.0,0.0,1.0,0.0,1.0,1.0,1.0
"Anoka, MN",71.0,73276.0,1.0,26.00349409,9.742355914,8.0,3.633132232,1.747561737,34.28945462,2.334620265,4.316838147,85.21508626,7.1,0.504091189,330844.0,205.7,2.2100632183927544,0.5045045045045045,0.6372549019607843,74.0,0.0,1.0,0.0,1.0,0.0,1.0
"Anson, NC",18.0,35307.0,0.0,22.13893424,14.34614814,14.9,3.013210628,6.393950635,6.55692212,1.569246683,48.38206917,45.8067389,25.2,1.366172062,26948.0,439.3,-1.7188458584736783,0.55,1.0,39.0,0.0,1.0,0.0,0.0,0.0,1.0
"Antelope, NE",8.0,48546.0,0.0,23.54525056,21.00224383,10.6,2.662677636,1.556934094,20.19346886,0.996263139,0.284218399,96.00598355,12.2,0.916730328,6685.0,333.1,0.39837164163469435,0.75,2.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0
"Antrim, MI",85.0,49118.0,0.0,21.05173876,22.12044105,12.9,1.71331637,2.119017366,0.13893207,0.016751886,0.148430874,95.61492791,14.2,0.54473212,23580.0,314.5,-0.09979852155618865,0.47058823529411764,2.0833333333333335,160.0,0.0,0.0,0.0,1.0,0.0,1.0
"Apache, AZ",130.0,31072.0,0.0,31.68433122,11.56072597,14.4,5.750999748,11.15476588,70.53722718,20.10629855,0.219525155,20.36969714,38.0,0.812897056,71518.0,272.3,-0.17175047844438962,0.3142857142857143,0.8823529411764706,689.0,0.0,0.0,0.0,0.0,0.0,1.0
"Appanoose, IA",15.0,41018.0,0.0,22.45673935,20.11329247,11.6,1.404516179,2.921279493,12.48712088,1.580552099,0.426786684,96.76418096,16.5,1.187664042,12887.0,414.6,-0.571818968832728,0.8181818181818182,0.7272727272727273,16.0,0.0,1.0,0.0,1.0,1.0,1.0
"Appling, GA",9.0,39588.0,0.0,25.74029392,13.46786576,12.9,9.34415442,4.984911622,20.13204572,4.154503469,18.42509322,70.48694889,22.5,1.338378339,18236.0,513.2,-1.7712394313532684,0.2857142857142857,0.75,163.0,0.0,0.0,0.0,1.0,0.0,0.0
"Appomattox, VA",29.0,49461.0,1.0,22.20663862,17.41134041,11.6,1.115340947,5.378924849,2.220026326,0.365418369,20.02270754,76.69137781,14.2,0.699585757,14973.0,419.3,-0.6113548132013553,0.6,1.1428571428571428,44.0,1.0,1.0,1.0,1.0,0.0,0.0
"Aransas, TX",4.0,41560.0,1.0,19.53104759,24.19034459,12.1,24.57034286,3.822834561,38.28271646,6.53630848,1.114085845,70.60195181,18.2,1.000643771,23158.0,356.8,-0.22792332459234654,0.47058823529411764,2.3076923076923075,0.0,0.0,1.0,0.0,1.0,0.0,1.0
"Arapahoe, CO",79.0,67062.0,1.0,25.75580897,10.06638077,6.3,18.44780534,0.378274335,12.14708199,0.508906268,9.730193723,63.24215083,9.2,0.469177304,572003.0,211.3,2.646814497519788,0.8157894736842105,0.9287305122494433,25.0,0.0,1.0,0.0,1.0,1.0,1.0
"Archer, TX",5.0,60414.0,1.0,24.1329799,15.98188646,10.6,7.45526839,1.359506401,23.7207022,1.656167214,0.37552463,90.36889772,9.5,0.801373784,9054.0,373.6,0.05769042952205362,0.2857142857142857,0.75,30.0,0.0,1.0,0.0,0.0,0.0,0.0
"Archuleta, CO",44.0,50361.0,0.0,19.92717643,17.51075803,5.9,17.775571,1.988249559,29.79892049,2.598301778,0.273088381,78.1694803,13.1,0.711129522,12084.0,217.2,2.711033293155234,1.1428571428571428,2.6666666666666665,38.0,0.0,1.0,0.0,1.0,0.0,1.0
"Arenac, MI",32.0,37120.0,0.0,20.0956035,20.29687402,14.6,1.415183345,5.435397672,28.82089381,5.941384113,0.182401409,95.79847789,20.1,1.636837458,15899.0,458.1,-1.7916025623426295,0.2631578947368421,0.8666666666666667,42.0,0.0,0.0,0.0,1.0,0.0,1.0
"Arkansas, AR",3.0,41179.0,0.0,23.26620748,16.37835848,12.9,2.697302697,4.639377319,37.77124277,6.238788251,24.36510858,71.03948683,20.7,0.948373209,19019.0,428.5,-1.0587530445399183,0.35714285714285715,0.7647058823529411,18.0,1.0,1.0,1.0,1.0,0.0,1.0
"Arlington, VA",2.0,104354.0,1.0,15.71375592,8.695400887,4.2,15.11460456,0.02077191,2.160176104,0.003413425,8.230143478,64.03839578,7.1,0.354377314,207627.0,204.7,3.3000396325103862,0.76,1.0043668122270741,2.0,1.0,1.0,1.0,1.0,0.0,1.0
"Armstrong, PA",119.0,44893.0,1.0,20.58136668,18.40269216,11.7,0.530888731,3.926364762,7.968617193,1.111207784,0.783278455,97.65741721,12.6,0.693134919,68941.0,354.3,-0.09304472200020433,0.7333333333333333,1.1935483870967742,82.0,0.0,1.0,0.0,1.0,0.0,0.0
"Armstrong, TX",3.0,55198.0,1.0,22.25144661,20.72593372,10.6,6.522882693,0.555720688,99.7479208,3.147819693,0.57864282,90.74171489,10.4,0.514403292,1901.0,443.8,-0.5328236714731903,1.0,0.5,6.0,0.0,1.0,0.0,0.0,0.0,0.0
"Aroostook, ME",179.0,37104.0,0.0,20.01391401,18.99401698,13.3,0.928064561,3.867701667,11.05290152,2.390560715,0.598302491,95.08974537,18.4,1.500442137,71870.0,343.2,-0.45506842679897735,0.5172413793103449,1.3695652173913044,402.0,0.0,1.0,0.0,1.0,1.0,1.0
"Arthur, NE",1.0,50753.0,0.0,27.17391304,20.43478261,8.3,4.130434783,0.0,100.000001,4.232804274,0.0,94.56521739,13.2,0.0,460.0,345.2,0.951219036399211,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Ashe, NC",83.0,35238.0,0.0,19.4311059,20.16421685,11.5,4.805542319,5.577290281,5.24766411,1.025287978,0.542502108,93.17840255,20.2,0.682732406,27281.0,304.0,0.3869973806322871,0.5625,1.2352941176470589,182.0,0.0,1.0,0.0,1.0,0.0,1.0
"Ashland, OH",134.0,48338.0,0.0,23.85441954,15.83770865,11.6,0.942810365,3.129170562,3.378191491,0.409682845,0.743333522,96.63712151,14.1,0.684453004,53139.0,345.0,0.01364800309418077,0.5555555555555556,0.875,139.0,0.0,1.0,0.0,1.0,1.0,1.0
"Ashland, WI",20.0,40163.0,0.0,23.17261868,15.88785047,11.0,1.869158879,2.84489357,28.32802606,5.571905225,0.290895587,83.76555054,17.2,0.943179923,16157.0,362.8,0.034689854611346604,0.7692307692307693,2.0833333333333335,32.0,0.0,1.0,0.0,1.0,1.0,1.0
"Ashley, AR",20.0,39871.0,0.0,24.3902439,16.21745298,14.5,4.891776873,3.181818358,21.20491579,3.745833139,25.71271679,68.18743422,19.6,1.00662826,21853.0,481.4,-1.9591371832944688,0.42857142857142855,0.5882352941176471,33.0,1.0,1.0,1.0,0.0,0.0,1.0
"Ashtabula, OH",201.0,44258.0,0.0,23.65291585,15.64282688,13.3,3.390247988,4.640634114,20.35235577,5.489498298,3.415864508,90.76721479,18.6,0.880740586,101497.0,434.6,-1.223914421542073,0.5434782608695652,0.9024390243902439,215.0,0.0,1.0,0.0,1.0,1.0,1.0
"Asotin, WA",16.0,46573.0,1.0,21.75461314,19.29426999,12.9,2.973685428,0.326646207,18.86470634,2.095523428,0.411598761,92.61434584,15.7,0.632005361,21623.0,303.4,-0.006426633791983243,2.25,1.2727272727272727,24.0,0.0,1.0,0.0,1.0,0.0,0.0
"Atascosa, TX",43.0,49047.0,1.0,28.63886353,12.71626105,10.8,61.86680323,3.347582712,20.93053735,4.406526571,0.570016254,36.28287057,20.4,0.91862952,44911.0,372.4,0.010860238588352262,0.32142857142857145,1.04,170.0,0.0,1.0,0.0,1.0,0.0,0.0
"Atchison, KS",14.0,46110.0,0.0,24.18458993,15.36870716,8.7,2.263058379,2.104072209,16.01659175,2.438762289,4.987000709,89.52966202,16.6,0.634429707,16924.0,315.6,1.086361838963014,0.5555555555555556,1.0833333333333333,19.0,1.0,1.0,1.0,1.0,0.0,1.0
"Atchison, MO",5.0,46339.0,0.0,20.79155673,21.58311346,12.2,0.967458223,2.713356723,12.42882766,0.97919223,0.299032542,97.73087071,13.0,0.770346203,5685.0,297.2,0.24496260499378583,0.42857142857142855,2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0
"Athens, OH",67.0,38400.0,0.0,15.82686042,10.09620582,11.1,1.547323069,4.513386162,23.01078562,4.208808655,2.688512439,90.76856556,31.5,0.763301402,64757.0,365.7,-0.01816682708746042,0.6296296296296297,0.46153846153846156,82.0,0.0,1.0,0.0,1.0,0.0,1.0
"Atkinson, GA",23.0,32398.0,0.0,29.01492537,10.62686567,11.5,24.34626866,6.418367644,22.92058526,7.658750624,17.05074627,57.02686567,26.9,1.669885723,8375.0,423.8,-0.620746056678685,0.875,0.5,51.0,0.0,0.0,0.0,0.0,0.0,0.0
"Atlantic, NJ",71.0,53296.0,1.0,23.27016307,14.16941967,11.3,16.84253084,3.920826196,29.20117096,3.005123638,14.89060241,58.59464067,14.1,0.892872271,274549.0,380.5,-0.19958712651010677,1.6883116883116882,1.5922330097087378,214.0,0.0,1.0,0.0,1.0,0.0,1.0
