CountySt,AGRITRSM_OPS12,AGRITRSM_RCT12,BERRY_ACRES12,BERRY_FARMS12,CHIPSTAX_STORES14,CHIPSTAX_VENDM14,CONVS11,CSA12,DIRSALES12,DIRSALES_FARMS12,FFR11,FMRKT13,FOOD_TAX14,FSR11,GHVEG_FARMS12,GROC11,MEDHHINC15,METRO13,ORCHARD_ACRES12,ORCHARD_FARMS12,PCT_18YOUNGER10,PCT_65OLDER10,PCT_DIABETES_ADULTS13,PCT_HISP10,PCT_LACCESS_CHILD15,PCT_LACCESS_HHNV15,PCT_LACCESS_LOWI15,PCT_LACCESS_POP15,PCT_LACCESS_SENIORS15,PCT_LACCESS_SNAP15,PCT_NHBLACK10,PCT_NHWHITE10,PC_DIRSALES12,PC_SNAPBEN12,POVRATE15,RECFAC11,SLHOUSE12,SNAPSPTH12,SODATAX_STORES14,SODATAX_VENDM14,SPECS11,SUPERC11,VEG_ACRES12,VEG_FARMS12,2010_Census_Population,HDM,Life Expectancy,PCA
"Ottawa, KS",9.0,27000.0,0.0,0.0,6.15,6.15,2.0,4.0,23.0,11.0,1.0,0.0,6.15,5.0,0.0,1.0,50302.0,0.0,24.0,6.0,25.43096372,17.50123132,12.1,1.986537514,6.906237616,1.558549886,7.181893427,28.49584073,4.950459799,1.961092619,0.804465605,95.682154,3.793501567,7.644879341,10.0,0.0,0.0,0.329380764,6.15,6.15,0.0,0.0,8.0,6.0,6091.0,314.9,77.25,0.12453452201307712
"Ottawa, MI",7.0,86000.0,6318.0,113.0,0.0,0.0,72.0,10.0,3184.0,188.0,136.0,8.0,0.0,129.0,12.0,37.0,61429.0,1.0,4648.0,62.0,26.05638341,11.76000091,7.8,8.628094662,8.742994948,1.67830287,9.308406646,32.55565568,3.555999824,3.055341499,1.346090424,85.72977358,11.80938817,13.02431011,8.6,28.0,5.0,0.455532474,0.0,0.0,23.0,7.0,3444.0,97.0,263801.0,262.3,80.97058823529412,1.7908751586834855
"Ottawa, OH",9.0,11000.0,12.0,10.0,0.0,0.0,24.0,1.0,376.0,42.0,35.0,1.0,0.0,60.0,3.0,11.0,58793.0,0.0,421.0,34.0,20.74683789,18.9919861,11.1,4.236265328,5.785531742,3.89130649,6.912778601,26.93020156,5.118334322,3.54812733,0.728975572,93.6081877,9.095527226,12.2595377,9.7,3.0,0.0,0.614835063,5.75,5.75,5.0,1.0,1699.0,19.0,41428.0,386.6,78.6,-0.19397515630114445
"Ottawa, OK",4.0,4000.0,12.0,6.0,4.5,4.5,12.0,0.0,144.0,32.0,15.0,0.0,4.5,20.0,0.0,3.0,36166.0,0.0,4344.0,42.0,24.66716905,17.01205727,15.6,4.706731977,4.182313238,2.515690015,8.854237628,15.44212497,2.72875734,3.005542991,0.734740015,67.36372771,4.469412458,27.42927933,23.0,1.0,1.0,0.77036026,4.5,4.5,1.0,1.0,4.0,3.0,31848.0,534.1,74.01111111111112,-2.715527823016977
"Otter Tail, MN",21.0,87000.0,49.0,21.0,0.0,6.875,38.0,10.0,1571.0,146.0,26.0,0.0,0.0,48.0,7.0,10.0,55357.0,0.0,97.0,24.0,21.73882694,20.99715547,10.3,2.600212903,4.009627278,2.515310378,6.278455978,19.60075018,4.602758919,1.390161309,0.736436138,94.66171056,27.41471076,8.40178299,9.7,5.0,0.0,0.608038914,6.875,6.875,5.0,0.0,10605.0,35.0,57303.0,289.7,80.97647058823529,0.8488339845165147
"Ouachita, AR",5.0,7000.0,,1.0,1.5,1.5,13.0,0.0,16.0,12.0,11.0,1.0,1.5,11.0,0.0,5.0,37987.0,0.0,0.0,0.0,23.52603369,17.04058193,14.8,1.56202144,5.740753822,5.425411144,13.61073697,25.86857331,4.426236283,4.460838453,39.94640123,56.30168453,0.630094908,28.56008148,22.8,3.0,0.0,1.023783273,1.5,1.5,0.0,0.0,,4.0,26120.0,447.2,75.45,-1.7568375000049086
"Ouachita, LA",4.0,9000.0,,1.0,0.0,0.0,84.0,1.0,146.0,20.0,120.0,1.0,0.0,96.0,0.0,20.0,38453.0,1.0,458.0,23.0,26.26398647,12.30809264,11.8,1.795472287,8.243346702,3.146914898,13.82947402,30.150975,3.381065801,4.833371505,36.39474369,59.57129846,0.940285435,35.69434738,23.0,15.0,0.0,0.9048701,0.0,0.0,6.0,3.0,57.0,15.0,,,,
"Ouray, CO",14.0,336000.0,0.0,0.0,0.0,0.0,1.0,1.0,37.0,11.0,8.0,2.0,0.0,17.0,1.0,4.0,60402.0,0.0,,3.0,17.96663661,17.51577998,6.7,4.41839495,0.881933599,2.474298157,1.728908611,6.164991947,1.171597219,0.403158803,0.135256988,93.39495041,8.131868132,9.03055954,9.4,0.0,1.0,0.588668138,2.91,2.91,1.0,0.0,2.0,4.0,4436.0,213.3,83.2,2.5161418358179253
"Outagamie, WI",13.0,,53.0,8.0,0.0,0.0,71.0,1.0,1346.0,122.0,115.0,6.0,0.0,176.0,5.0,25.0,60649.0,1.0,97.0,17.0,25.14162823,11.79093919,8.5,3.598856787,3.151106274,0.981516284,2.443776975,11.63697877,1.216793526,0.698031567,0.951922805,89.62675797,7.523209605,9.405937195,9.0,31.0,2.0,0.506106836,5.0,5.0,20.0,2.0,2846.0,27.0,176695.0,289.6,78.98285714285714,1.3619952143279208
"Overton, TN",9.0,829000.0,13.0,13.0,5.0,5.0,11.0,2.0,354.0,50.0,8.0,1.0,5.0,11.0,1.0,7.0,36316.0,0.0,17.0,7.0,23.22601096,16.80478196,15.1,0.914730788,0.29862736,3.602874893,0.443710258,1.33445831,0.233435619,0.219398718,0.389439841,97.14259838,15.94020173,26.29896927,17.5,2.0,0.0,1.051524711,5.0,5.0,0.0,0.0,179.0,24.0,22083.0,445.6,73.52857142857144,-1.8287651627615724
"Owen, IN",4.0,2000.0,3.0,6.0,0.0,7.0,6.0,3.0,85.0,35.0,8.0,2.0,0.0,7.0,5.0,2.0,43731.0,1.0,11.0,7.0,23.22595597,14.79490151,14.1,0.917728853,0.145466845,2.856889625,0.399120438,0.797206609,0.092559603,0.12989355,0.301274623,97.25608343,3.978841923,21.39170837,15.8,1.0,1.0,0.740567509,7.0,7.0,1.0,0.0,76.0,15.0,21575.0,391.5,76.94,-1.0890601130814674
"Owen, KY",10.0,40000.0,4.0,6.0,0.0,6.0,4.0,4.0,179.0,29.0,6.0,1.0,0.0,3.0,1.0,3.0,43686.0,0.0,52.0,17.0,24.5641546,14.48205885,11.4,2.269163361,2.546370519,2.582516912,4.256102476,10.15657906,1.086364091,1.784236828,0.830181718,95.62770962,16.6418743,26.64341164,16.9,0.0,0.0,0.789595913,6.0,6.0,0.0,0.0,26.0,18.0,10841.0,551.0,75.36666666666667,-1.6622751946306076
"Owsley, KY",0.0,0.0,1.0,3.0,0.0,6.0,3.0,1.0,28.0,20.0,1.0,2.0,0.0,1.0,1.0,1.0,23341.0,0.0,4.0,3.0,22.25026288,16.76130389,13.1,0.820189274,0.120041696,18.55714946,0.501065487,0.701890759,0.152831865,0.378715862,0.273396425,97.98107256,5.977796755,61.25462723,42.4,0.0,0.0,1.517718481,6.0,6.0,0.0,0.0,68.0,23.0,4755.0,649.9,71.9,-2.9780681198260597
"Owyhee, ID",11.0,90000.0,,2.0,6.0,6.0,2.0,2.0,96.0,48.0,8.0,1.0,6.0,9.0,2.0,3.0,39738.0,1.0,10.0,6.0,29.22956793,13.9857713,9.5,25.84591359,4.584789455,2.398380411,8.866710827,18.74556138,3.160970615,2.825019266,0.156168662,68.2543814,8.418837148,21.04893875,19.9,0.0,1.0,0.72121689,6.0,6.0,1.0,0.0,572.0,11.0,11526.0,307.4,80.76666666666667,0.9276414732821091
"Oxford, ME",32.0,32000.0,337.0,45.0,0.0,5.5,49.0,18.0,1305.0,137.0,26.0,6.0,0.0,48.0,19.0,11.0,42674.0,0.0,405.0,29.0,21.29752909,17.01969464,10.9,1.014991441,1.336944319,3.296042991,2.290284365,6.607501766,1.274685759,1.11686195,0.349281552,96.11121678,22.69525747,30.93299294,17.0,3.0,0.0,1.198946898,5.5,5.5,2.0,2.0,1263.0,59.0,57833.0,273.6,78.925,0.813491933972398
"Ozark, MO",6.0,,11.0,5.0,1.225,1.225,7.0,3.0,117.0,23.0,1.0,1.0,1.225,9.0,0.0,3.0,31838.0,0.0,24.0,11.0,20.04525352,23.43926772,15.1,1.316466111,11.27921014,5.467576235,27.7357791,55.17515425,13.03552267,12.7317476,0.113133806,96.54427646,12.1646912,21.52024269,27.7,0.0,0.0,1.119675034,1.225,1.225,0.0,0.0,,3.0,9723.0,410.7,81.15,-1.535190488620062
"Ozaukee, WI",6.0,75000.0,14.0,6.0,0.0,0.0,28.0,7.0,1551.0,57.0,51.0,3.0,0.0,76.0,2.0,14.0,80135.0,1.0,236.0,9.0,23.58006829,15.28792175,9.1,2.264019909,7.086232846,1.560541248,4.21360532,29.52041163,4.681772322,1.740339368,1.324150703,93.39545113,17.81263997,5.125644207,5.2,15.0,0.0,0.328254034,5.0,5.0,17.0,1.0,1516.0,54.0,86395.0,311.0,81.24705882352941,1.0112075970128411
"Pacific, WA",0.0,0.0,1481.0,91.0,0.0,6.5,9.0,4.0,171.0,33.0,13.0,3.0,0.0,33.0,2.0,12.0,41088.0,0.0,,3.0,17.91586998,24.77533461,12.6,8.01625239,7.209317344,5.232865525,13.48115642,33.941696,7.309831774,6.664170018,0.320267686,84.60325048,8.321572826,27.72514534,18.8,2.0,1.0,1.166464156,6.5,6.5,6.0,0.0,7.0,9.0,20920.0,422.2,77.5,-0.9203715157168376
"Page, IA",0.0,0.0,,4.0,0.0,6.0,10.0,2.0,51.0,15.0,7.0,2.0,0.0,14.0,1.0,4.0,46870.0,0.0,,2.0,22.00602561,19.9284459,12.0,2.749184032,4.933115982,1.23487606,13.08323383,23.85096972,3.430500559,2.892265627,2.1591765,92.68767261,3.23891782,16.87487984,15.7,3.0,0.0,1.05538938,6.0,6.0,1.0,0.0,,2.0,15932.0,341.9,78.88333333333334,-0.07412406152683065
"Page, VA",6.0,9000.0,2.0,3.0,1.5,5.3,16.0,1.0,143.0,31.0,15.0,1.0,1.5,18.0,2.0,6.0,43313.0,0.0,36.0,7.0,21.59970052,17.66907911,10.9,1.551451626,0.811229338,2.073224086,1.452971187,4.023314355,0.975454911,0.496541286,1.896680809,95.12935696,5.98601867,20.09662056,15.0,2.0,0.0,0.749808189,1.5,5.3,1.0,1.0,23.0,10.0,24042.0,369.9,76.17999999999999,0.0034277185045638128
"Palm Beach, FL",16.0,374000.0,45.0,5.0,0.0,6.0,469.0,18.0,921.0,106.0,822.0,10.0,0.0,1130.0,4.0,235.0,56638.0,1.0,1068.0,139.0,20.36793235,21.60045874,10.5,18.99981366,3.693777011,0.845670088,4.654373503,17.17255862,3.555437391,1.241741842,16.75655653,60.11291278,0.67800553,18.92211342,13.5,147.0,1.0,0.53942184,6.0,6.0,116.0,18.0,60762.0,49.0,1320134.0,239.8,80.35435540069686,1.2116624362960382
"Palo Alto, IA",1.0,,,3.0,0.0,6.0,7.0,2.0,109.0,18.0,7.0,1.0,0.0,12.0,1.0,3.0,48992.0,0.0,,1.0,21.95096062,21.32470014,10.6,1.613416835,4.978246108,1.453368446,7.941941186,21.81057832,4.859187146,1.931266312,0.467041715,96.67763507,11.74695549,10.21563339,11.6,0.0,1.0,0.835579515,6.0,6.0,0.0,0.0,,6.0,9421.0,336.9,78.4,0.36640649086857047
"Palo Pinto, TX",101.0,500000.0,0.0,0.0,0.0,6.25,22.0,1.0,70.0,40.0,25.0,0.0,0.0,27.0,1.0,6.0,42932.0,0.0,3163.0,54.0,25.01156131,16.29966917,12.0,17.73327167,8.483030543,2.428147342,13.44859543,37.81762715,7.068129927,3.390056043,2.123723809,78.11177119,2.516175413,17.54858398,18.6,2.0,1.0,1.112866169,6.25,6.25,0.0,1.0,38.0,7.0,28111.0,498.4,76.4,-1.390583560184319
"Pamlico, NC",1.0,,8.0,7.0,0.0,4.75,5.0,0.0,9.0,12.0,9.0,1.0,0.0,8.0,0.0,4.0,41004.0,1.0,57.0,8.0,17.90931223,21.73615338,15.1,3.134510043,1.109817053,3.46180499,2.357325589,5.493146359,1.321691585,1.031886277,19.91783323,74.77175898,0.690554746,19.65975952,14.6,1.0,0.0,0.981591964,4.75,4.75,1.0,0.0,,4.0,13144.0,334.8,79.575,-0.8967286614756317
"Panola, MS",11.0,34000.0,,2.0,7.0,8.0,43.0,1.0,118.0,18.0,20.0,1.0,7.0,20.0,0.0,4.0,35517.0,0.0,118.0,8.0,26.92252283,12.70925174,14.5,1.423343994,5.874421248,7.93342672,11.51826072,20.31278904,2.350801925,4.061039485,48.40810211,48.92672948,3.427442779,32.28906631,24.8,3.0,1.0,1.278778561,7.0,8.0,1.0,1.0,85.0,17.0,34707.0,671.8,73.26666666666667,-3.560759474312908
"Panola, TX",6.0,38000.0,270.0,7.0,0.0,6.25,16.0,1.0,36.0,28.0,6.0,0.0,0.0,7.0,0.0,4.0,50057.0,0.0,369.0,14.0,24.66801143,15.56984367,10.9,8.278702303,5.38390807,4.076259126,6.868229156,22.14541661,3.519421099,3.161992709,16.17918978,73.63002185,1.49912551,16.48809814,15.1,1.0,1.0,0.541215654,6.25,6.25,1.0,0.0,74.0,14.0,23796.0,376.5,76.26666666666667,-0.05209070124712598
"Park, CO",11.0,248000.0,0.0,0.0,0.0,0.0,5.0,2.0,132.0,24.0,5.0,2.0,0.0,11.0,0.0,4.0,63319.0,1.0,0.0,0.0,19.17808219,11.60681229,6.7,4.831543873,9.823443188,2.260525084,13.563437,53.86319785,7.081371637,3.144079101,0.425768234,91.58336419,8.240214745,10.17172909,9.2,0.0,0.0,0.249547695,2.91,2.91,0.0,0.0,0.0,0.0,16206.0,188.3,80.45,2.726438880331901
"Park, MT",31.0,,0.0,0.0,0.0,0.0,9.0,6.0,263.0,43.0,14.0,2.0,0.0,39.0,3.0,4.0,45642.0,0.0,8.0,5.0,19.7365055,16.55794321,7.6,2.07853671,5.881459485,1.611646305,11.03101612,29.81495418,4.495068105,2.244452223,0.121514454,95.24814531,16.88711956,13.10669231,12.7,2.0,2.0,0.770861438,0.0,0.0,2.0,0.0,15.0,10.0,15636.0,244.8,78.5,1.9950075389136408
"Park, WY",28.0,2226000.0,,1.0,0.0,4.0,22.0,3.0,219.0,52.0,21.0,1.0,0.0,37.0,0.0,3.0,55527.0,0.0,10.0,4.0,20.95727708,17.52171601,8.0,4.839567453,4.264241647,1.07641758,4.858735633,20.62829695,3.819133353,0.732993101,0.177273533,92.50132955,7.58756886,7.321512699,9.6,4.0,2.0,0.508094674,0.0,4.0,3.0,1.0,6.0,5.0,28205.0,262.7,81.67999999999999,1.7305859569008897
"Parke, IN",11.0,171000.0,13.0,12.0,0.0,7.0,7.0,7.0,475.0,65.0,3.0,2.0,0.0,8.0,8.0,2.0,43637.0,0.0,15.0,5.0,21.41415307,15.62373839,12.5,1.239979238,2.544874234,3.732389914,5.82738497,12.39892405,2.510215675,2.285142208,2.255032009,95.42072784,27.78265193,16.06624985,17.2,1.0,0.0,0.380807312,7.0,7.0,1.0,0.0,229.0,52.0,17339.0,397.7,78.425,-0.6858181875579553
"Parker, TX",84.0,588000.0,13.0,16.0,0.0,6.25,52.0,7.0,200.0,182.0,75.0,0.0,0.0,57.0,1.0,9.0,67545.0,1.0,2512.0,195.0,25.54499816,12.21531383,10.5,10.61345968,4.473775658,2.026274277,5.255159608,17.56199592,2.47698689,1.658867916,1.57534188,85.26516545,1.669588446,11.70797157,9.4,4.0,1.0,0.34388087,6.25,6.25,7.0,2.0,137.0,35.0,116927.0,331.8,77.40526315789474,0.4377693124846072
"Parmer, TX",2.0,,0.0,0.0,0.0,6.25,5.0,0.0,17.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,46827.0,0.0,,4.0,31.2980816,11.91936897,9.4,60.02531892,15.05116006,1.904776672,19.93399714,48.33651969,5.830689749,6.591603576,0.886162236,38.39711754,1.674381956,12.11927223,14.5,1.0,0.0,0.982028872,6.25,6.25,0.0,0.0,1886.0,12.0,10269.0,358.9,79.3,0.5228917861185051
"Pasco, FL",29.0,128000.0,283.0,37.0,0.0,6.0,187.0,1.0,1112.0,77.0,185.0,5.0,0.0,254.0,7.0,73.0,46080.0,1.0,5918.0,146.0,21.21231684,20.71134524,12.2,11.73581925,4.999634241,1.904307615,8.259275806,23.62443324,4.753725872,3.238107309,4.090837686,80.10359439,2.36285055,23.0440197,14.6,29.0,2.0,0.753805522,6.0,6.0,26.0,8.0,111.0,15.0,464697.0,304.2,76.32123893805309,0.1860794325298726
"Pasquotank, NC",2.0,,0.0,0.0,0.0,4.75,26.0,0.0,31.0,8.0,30.0,1.0,0.0,33.0,0.0,8.0,42171.0,0.0,0.0,0.0,22.62364428,13.55844667,14.4,4.038267627,5.919789782,7.550758628,12.46798564,25.07247486,3.495535127,6.976941614,37.51998229,55.01340351,0.765110941,23.54691315,19.1,4.0,0.0,0.907426113,4.75,4.75,4.0,1.0,5248.0,25.0,40661.0,507.9,76.1888888888889,-2.153589825944097
"Passaic, NJ",4.0,,3.0,4.0,0.0,7.0,107.0,1.0,293.0,28.0,342.0,6.0,0.0,316.0,0.0,235.0,55723.0,1.0,10.0,5.0,24.86163926,12.03528947,8.3,37.04456672,2.858979129,0.638363857,1.734187073,13.23745047,2.010155957,0.592025351,11.06885916,45.31768105,0.579747998,26.15093422,17.3,47.0,7.0,1.068832835,7.0,7.0,75.0,2.0,101.0,21.0,501226.0,330.4,79.26842105263158,1.0757148867514847
"Patrick, VA",12.0,46000.0,21.0,13.0,1.5,5.3,12.0,8.0,164.0,34.0,9.0,2.0,1.5,10.0,6.0,4.0,37360.0,0.0,611.0,43.0,19.28610059,21.49269876,12.5,2.401297999,1.918473258,4.209758734,4.701333404,9.422604729,2.073681903,1.51223759,5.868036777,90.21092482,8.915950854,21.99970818,17.0,1.0,0.0,0.952974545,1.5,5.3,1.0,1.0,250.0,22.0,18490.0,474.2,74.925,-1.3293271437707213
"Paulding, GA",0.0,0.0,25.0,7.0,0.0,4.0,48.0,0.0,21.0,17.0,64.0,1.0,0.0,55.0,1.0,12.0,62658.0,1.0,0.0,0.0,30.27880048,7.180798741,11.0,5.103847559,7.47383376,1.902426868,7.436337895,24.67216908,1.708675207,2.984342488,16.72943425,74.99718951,0.144846566,16.23018456,8.8,14.0,0.0,0.482274401,0.0,4.0,1.0,4.0,8.0,6.0,142324.0,306.1,77.19375,0.5116435515690435
"Paulding, OH",1.0,,,2.0,0.0,0.0,6.0,0.0,87.0,17.0,11.0,0.0,0.0,6.0,1.0,5.0,49796.0,0.0,,2.0,25.17589477,14.82104619,12.4,4.272458448,3.259800007,3.082998611,5.539557885,13.03968651,2.043331216,2.59437925,0.805547058,93.54542674,4.512916278,17.23809433,10.9,2.0,1.0,0.790360197,5.75,5.75,1.0,0.0,3.0,3.0,19614.0,324.3,77.64,-0.03992384032973665
"Pawnee, KS",3.0,2000.0,0.0,0.0,6.15,6.15,2.0,1.0,6.0,7.0,4.0,0.0,6.15,5.0,0.0,1.0,47359.0,0.0,0.0,0.0,21.91309336,17.42435107,12.8,6.611214685,3.319860111,1.797638255,5.649827214,16.9257322,3.279567072,0.724155707,4.56044744,86.30431665,0.86969126,7.116487026,14.5,0.0,0.0,0.613452656,6.15,6.15,1.0,0.0,,2.0,6973.0,288.9,77.15,0.14400787656130876
"Pawnee, NE",1.0,,0.0,0.0,0.0,5.5,1.0,0.0,25.0,9.0,2.0,0.0,0.0,0.0,6.0,2.0,43646.0,0.0,12.0,8.0,22.03389831,25.96465921,10.3,1.262170934,4.090104152,3.765844537,6.767249526,18.14699985,3.988217245,1.756889169,0.32455824,96.7544176,9.002520706,8.718500137,13.2,0.0,1.0,0.723327306,0.0,5.5,0.0,0.0,8.0,8.0,2773.0,283.7,80.1,0.8993052751998689
"Pawnee, OK",4.0,,0.0,0.0,4.5,4.5,9.0,4.0,37.0,30.0,7.0,0.0,4.5,9.0,0.0,2.0,45184.0,1.0,147.0,13.0,24.64860952,16.42637389,13.4,2.026904748,0.296229069,1.778405218,0.497970383,1.450792013,0.253132078,0.135469211,0.699764734,79.72492007,2.247600535,21.95035553,16.0,0.0,0.0,0.718303589,4.5,4.5,0.0,0.0,,3.0,16577.0,463.6,76.38000000000001,-1.496321217713471
"Payette, ID",6.0,,24.0,5.0,6.0,6.0,12.0,1.0,353.0,81.0,7.0,0.0,6.0,12.0,0.0,3.0,44499.0,0.0,945.0,30.0,28.66109711,15.30301021,9.2,14.86540247,7.285245537,1.727561987,9.869705103,23.89951534,3.416041444,3.306661073,0.18123149,81.28011316,15.5691792,23.82843018,15.7,0.0,1.0,0.758278487,6.0,6.0,1.0,0.0,3186.0,25.0,22623.0,323.8,79.0,0.8750732856864993
"Payne, OK",15.0,24000.0,1.0,3.0,4.5,4.5,34.0,8.0,346.0,79.0,54.0,4.0,4.5,40.0,1.0,4.0,41747.0,0.0,296.0,28.0,18.90885585,10.42146089,7.1,3.865546218,4.534777767,2.356405589,10.10093552,21.57733361,2.676311219,2.664762897,3.564318035,79.70911441,4.407138035,13.7673502,22.7,2.0,1.0,0.634574421,4.5,4.5,7.0,2.0,30.0,23.0,77350.0,377.2,77.00666666666666,1.023585513843556
"Peach, GA",9.0,,17.0,5.0,0.0,4.0,23.0,0.0,112.0,20.0,16.0,1.0,0.0,12.0,0.0,5.0,41725.0,1.0,11341.0,48.0,22.82000361,11.42444485,13.6,6.824336523,4.811187874,4.202587631,8.224182249,19.37555335,2.155248314,5.250281865,45.66528254,45.13089005,4.07672988,39.28829575,22.0,1.0,0.0,1.276156687,0.0,4.0,1.0,0.0,,2.0,27695.0,466.1,75.53999999999999,-1.5742753712352406
"Pearl River, MS",6.0,57000.0,239.0,43.0,7.0,8.0,26.0,0.0,102.0,50.0,36.0,1.0,7.0,29.0,0.0,9.0,43420.0,0.0,716.0,43.0,24.5943332,14.57176631,12.7,2.930114267,3.022696839,5.000149642,5.806132077,13.032837,2.214075448,3.023100846,12.2738833,82.22767489,1.851582922,28.06264687,21.0,3.0,1.0,1.036862887,7.0,8.0,0.0,1.0,85.0,30.0,55834.0,434.4,74.5,-1.0514586979748437
"Pecos, TX",47.0,677000.0,0.0,0.0,0.0,6.25,18.0,2.0,65.0,12.0,10.0,0.0,0.0,13.0,0.0,6.0,45839.0,0.0,6443.0,19.0,24.64693364,11.74308377,9.8,67.25994712,3.306225516,3.303067336,5.936105383,19.16877314,1.606144912,1.223433225,3.40491391,27.89707874,4.170409342,15.7267046,18.1,0.0,0.0,0.784301172,6.25,6.25,1.0,0.0,,6.0,15507.0,349.2,77.8,0.490638141249183
"Pembina, ND",3.0,5000.0,0.0,0.0,0.0,0.0,4.0,0.0,73.0,12.0,2.0,3.0,0.0,8.0,3.0,5.0,58683.0,0.0,,2.0,21.5837043,20.08633482,12.1,2.563064886,10.16053584,1.073037666,10.82421048,46.20360529,8.583781179,3.016604841,0.283286119,93.71374612,10.05371161,6.913665771,8.8,0.0,0.0,0.756429652,5.0,5.0,0.0,0.0,19551.0,30.0,7413.0,314.5,81.17999999999999,0.12789927472530058
"Pemiscot, MO",0.0,0.0,0.0,0.0,1.225,1.225,12.0,0.0,0.0,0.0,5.0,1.0,1.225,12.0,0.0,7.0,29621.0,0.0,,1.0,27.51421076,14.71906428,13.1,1.863795365,2.216660561,3.418077801,3.743549433,6.457317589,0.745895007,2.123558271,26.66703105,69.63817228,0.0,43.02591324,28.0,2.0,0.0,1.292952718,1.225,1.225,2.0,0.0,,2.0,18296.0,669.4,72.85000000000001,-3.1420998145469605
"Pend Oreille, WA",0.0,0.0,4.0,8.0,0.0,6.5,6.0,1.0,71.0,48.0,3.0,1.0,0.0,15.0,1.0,5.0,41526.0,1.0,2.0,5.0,21.59833859,19.11391431,13.9,3.007460965,6.982682084,2.064240092,14.353247,33.87580155,6.088101267,6.048302703,0.384585801,89.81616799,5.467847516,32.03451538,19.6,0.0,0.0,1.046481767,6.5,6.5,0.0,0.0,11.0,13.0,13001.0,270.9,79.24,-0.017662721275675915
"Pender, NC",3.0,,743.0,14.0,0.0,4.75,17.0,4.0,114.0,29.0,30.0,1.0,0.0,27.0,4.0,8.0,49390.0,1.0,,10.0,22.76844706,15.1023613,12.1,6.116781891,1.507165444,4.972754137,3.163278517,6.670974345,1.049814555,1.917404274,17.63410384,73.86100312,2.116127116,20.50461388,14.8,7.0,1.0,0.796506443,4.75,4.75,1.0,0.0,291.0,25.0,52217.0,288.5,77.23846153846154,0.3466082010198354
"Pendleton, KY",4.0,,2.0,6.0,0.0,6.0,3.0,4.0,115.0,45.0,5.0,1.0,0.0,3.0,1.0,2.0,49345.0,1.0,25.0,9.0,24.73616993,12.28070175,15.0,0.961215299,0.189236632,3.021714198,0.238658422,0.781372011,0.108088437,0.074167898,0.315923909,97.60704443,7.915204075,24.94498634,16.4,1.0,0.0,0.621975714,6.0,6.0,0.0,0.0,27.0,14.0,14877.0,391.7,75.03333333333335,-1.3469025102542542
"Pendleton, WV",2.0,,,1.0,0.0,6.0,7.0,2.0,82.0,23.0,2.0,1.0,0.0,5.0,0.0,1.0,40257.0,0.0,,1.0,19.01234568,21.84535413,14.3,0.922677063,7.182937789,4.21609609,18.13775671,38.7972397,8.437768826,6.672481233,1.936322287,95.55555556,10.91151031,18.01651001,16.4,0.0,0.0,1.541986078,6.0,6.0,0.0,0.0,,2.0,7695.0,269.6,80.5,-0.12057617310169422
"Pennington, MN",2.0,,,1.0,0.0,6.875,8.0,0.0,54.0,14.0,7.0,1.0,0.0,15.0,0.0,2.0,51341.0,0.0,,3.0,23.76884422,15.87939698,8.3,2.727925341,4.788490862,2.055328281,5.418622841,18.12396197,2.234037335,1.621515714,1.299353912,92.3689878,3.831417625,10.41076183,10.4,0.0,1.0,0.781583061,6.875,6.875,1.0,1.0,6.0,4.0,13930.0,242.1,80.02000000000001,1.8184840479748472
"Pennington, SD",12.0,188000.0,,2.0,4.0,4.0,57.0,3.0,127.0,31.0,83.0,4.0,4.0,92.0,1.0,19.0,52217.0,1.0,28.0,11.0,24.60375639,13.48912311,8.4,4.006022903,7.386698666,1.582454776,8.286973132,28.70247447,3.992270357,2.601475269,1.003486944,81.66382692,1.214358111,19.09318924,12.2,14.0,2.0,0.598963075,4.0,4.0,6.0,2.0,13.0,11.0,100948.0,283.7,79.31363636363636,1.4400875413684053
"Penobscot, ME",10.0,,294.0,64.0,0.0,5.5,112.0,14.0,2046.0,201.0,96.0,5.0,0.0,113.0,38.0,31.0,44647.0,1.0,519.0,40.0,19.72089941,14.45722861,10.5,1.052474289,2.603934422,2.989714569,5.452487826,12.44252372,2.039577153,2.886811677,0.725687519,94.65771847,13.31970548,25.32024574,17.1,12.0,1.0,1.114934155,5.5,5.5,12.0,2.0,2512.0,127.0,153923.0,331.1,77.13142857142857,0.4436576297309984
"Peoria, IL",4.0,,7.0,5.0,1.0,1.0,69.0,1.0,476.0,55.0,116.0,3.0,1.0,169.0,0.0,46.0,53781.0,1.0,139.0,14.0,24.07208811,13.92162751,9.6,3.80816541,6.07276892,2.116297936,6.841803599,25.50342065,3.854933379,2.190869222,17.54480037,72.7208382,2.543890121,24.99349976,15.6,14.0,1.0,0.740527127,6.25,6.25,16.0,2.0,1879.0,30.0,186494.0,338.4,76.68333333333334,0.6384109135495931
"Pepin, WI",11.0,33000.0,,1.0,0.0,0.0,6.0,3.0,452.0,32.0,4.0,2.0,0.0,9.0,3.0,2.0,50094.0,0.0,33.0,8.0,22.8142991,17.90065604,11.7,0.963984469,,3.548944664,,,,,0.240996117,97.8042576,61.03983795,8.827252388,10.1,0.0,0.0,0.541271989,5.0,5.0,5.0,0.0,148.0,9.0,7469.0,306.1,81.5,0.3124079798227408
