CountySt,AGRITRSM_OPS12,AGRITRSM_RCT12,BERRY_ACRES12,BERRY_FARMS12,CHIPSTAX_STORES14,CHIPSTAX_VENDM14,CONVS11,CSA12,DIRSALES12,DIRSALES_FARMS12,FFR11,FMRKT13,FOOD_TAX14,FSR11,GHVEG_FARMS12,GROC11,MEDHHINC15,METRO13,ORCHARD_ACRES12,ORCHARD_FARMS12,PCT_18YOUNGER10,PCT_65OLDER10,PCT_DIABETES_ADULTS13,PCT_HISP10,PCT_LACCESS_CHILD15,PCT_LACCESS_HHNV15,PCT_LACCESS_LOWI15,PCT_LACCESS_POP15,PCT_LACCESS_SENIORS15,PCT_LACCESS_SNAP15,PCT_NHBLACK10,PCT_NHWHITE10,PC_DIRSALES12,PC_SNAPBEN12,POVRATE15,RECFAC11,SLHOUSE12,SNAPSPTH12,SODATAX_STORES14,SODATAX_VENDM14,SPECS11,SUPERC11,VEG_ACRES12,VEG_FARMS12,2010_Census_Population,HDM,Life Expectancy,PCA
"Abbeville, SC",11.0,65000.0,7.0,9.0,0.0,6.0,12.0,4.0,206.0,45.0,10.0,2.0,0.0,10.0,0.0,5.0,35932.0,0.0,107.0,20.0,22.76822599,16.53617657,17.0,1.003265531,0.296492006,3.35670159,0.591823839,1.106041998,0.147326408,0.217533005,28.17012236,69.10335602,8.223224622,25.00765991,19.1,0.0,0.0,0.693863458,0.0,6.0,2.0,0.0,46.0,20.0,25417.0,321.4,77.64999999999999,-1.324791711784677
"Acadia, LA",3.0,,0.0,0.0,0.0,0.0,39.0,2.0,620.0,31.0,31.0,0.0,0.0,20.0,0.0,23.0,42033.0,1.0,57.0,8.0,27.29833422,12.76609522,12.9,1.715960047,0.509444266,3.003941192,0.601998005,1.759924293,0.22754191,0.259316689,18.02243699,78.60230198,10.02425222,30.25108719,23.7,7.0,1.0,1.195244864,0.0,0.0,5.0,1.0,,7.0,,,,
"Accomack, VA",6.0,15000.0,,2.0,1.5,5.3,28.0,0.0,285.0,21.0,19.0,2.0,1.5,36.0,0.0,11.0,38690.0,0.0,43.0,8.0,20.88107587,19.10505367,13.6,8.593655771,0.797807027,8.967943638,2.092269243,5.127053747,1.346966359,0.481565018,27.90073574,61.10843083,8.554961878,25.90387917,20.4,2.0,1.0,1.192225788,1.5,5.3,4.0,1.0,5124.0,23.0,33164.0,402.5,76.8875,-1.039279689991686
"Ada, ID",8.0,700000.0,7.0,18.0,6.0,6.0,110.0,20.0,1230.0,229.0,317.0,10.0,6.0,302.0,9.0,36.0,58431.0,1.0,138.0,53.0,26.43100175,10.46168746,7.5,7.112000306,4.640322739,0.682614946,4.313359991,17.17356616,1.833083741,1.216921193,1.065334574,86.48375875,3.007915954,15.77120781,11.7,40.0,2.0,0.512148555,6.0,6.0,38.0,9.0,926.0,66.0,392365.0,274.5,79.91525423728814,1.7736368745662237
"Adair, IA",2.0,,,2.0,0.0,6.0,7.0,4.0,137.0,28.0,3.0,2.0,0.0,6.0,1.0,3.0,51531.0,0.0,15.0,10.0,22.45508982,21.40067691,11.6,1.314761781,1.374741502,2.26978145,1.288695076,6.375785631,1.354004477,0.587491667,0.143191877,97.72194741,18.29594017,12.87716484,11.9,2.0,0.0,1.269883705,6.0,6.0,0.0,0.0,30.0,8.0,7682.0,326.5,78.13333333333333,0.16926781603452282
"Adair, KY",6.0,19000.0,12.0,17.0,0.0,6.0,10.0,1.0,182.0,20.0,8.0,1.0,0.0,11.0,6.0,4.0,32007.0,0.0,19.0,9.0,22.54502573,15.32482847,15.1,1.70990566,2.314415942,4.682255119,5.26353085,9.259422345,1.465994341,1.700273463,2.685463122,94.114494,9.738869863,20.71336746,27.2,1.0,1.0,1.137884873,6.0,6.0,0.0,0.0,68.0,23.0,18656.0,478.2,76.01428571428572,-2.1029925088077963
"Adair, MO",9.0,39000.0,7.0,5.0,1.225,1.225,16.0,2.0,77.0,29.0,19.0,1.0,1.225,20.0,3.0,3.0,40222.0,0.0,22.0,5.0,19.41656578,12.53563479,9.0,2.042410278,3.157515563,3.299713402,9.10354895,18.01778764,2.459542055,2.623406244,1.530831413,92.75198188,3.002768787,15.50893497,21.9,2.0,0.0,0.514704924,1.225,1.225,1.0,1.0,17.0,5.0,25607.0,326.6,77.72,0.908444465771306
"Adair, OK",5.0,39000.0,23.0,5.0,4.5,4.5,12.0,6.0,99.0,35.0,9.0,0.0,4.5,5.0,0.0,3.0,31572.0,0.0,42.0,7.0,28.02539347,12.93479698,14.3,5.277079751,2.128780247,4.539647392,3.803321393,7.278826956,1.021917412,1.684646742,0.23365516,42.13728343,4.447838979,40.55558014,28.4,0.0,0.0,1.058212929,4.5,4.5,0.0,1.0,70.0,7.0,22683.0,491.0,75.34,-1.9829667993174633
"Adams, CO",11.0,422000.0,,1.0,0.0,0.0,119.0,4.0,502.0,96.0,267.0,6.0,0.0,204.0,4.0,57.0,62991.0,1.0,15.0,11.0,28.56026793,8.347316481,7.2,38.01559319,4.381709638,0.707179412,5.626211317,15.14838311,1.193410542,1.701609296,2.764247525,53.20842476,1.089579969,16.41510582,12.8,23.0,4.0,0.47215175,2.91,2.91,21.0,12.0,108.0,23.0,441603.0,262.8,77.97752808988764,1.9574425650043228
"Adams, IA",1.0,,,3.0,0.0,6.0,2.0,1.0,28.0,7.0,3.0,1.0,0.0,2.0,0.0,1.0,48162.0,0.0,,2.0,21.07222636,21.34524696,10.1,0.91834202,1.372649398,0.2997713,1.289802956,6.422805721,1.481474307,0.320380712,0.198560437,97.34425416,7.166624008,13.25999832,12.5,0.0,1.0,1.022756328,6.0,6.0,0.0,0.0,,1.0,4029.0,384.5,78.1,0.10831204078989097
"Adams, ID",5.0,166000.0,0.0,0.0,6.0,6.0,4.0,0.0,35.0,23.0,1.0,0.0,6.0,5.0,0.0,1.0,39943.0,0.0,6.0,4.0,19.19014085,20.8249497,11.6,2.364185111,1.628724512,2.475442914,5.034363691,10.669243,2.707789917,0.778661079,0.100603622,94.76861167,8.962868118,13.97065067,15.8,0.0,0.0,1.383567476,6.0,6.0,0.0,0.0,1.0,6.0,3976.0,307.5,79.0,0.3290935698651445
"Adams, IL",40.0,204000.0,,2.0,1.0,1.0,30.0,3.0,290.0,43.0,31.0,3.0,1.0,50.0,5.0,12.0,47264.0,0.0,35.0,10.0,23.04069863,17.50592373,10.1,1.156431158,3.72922892,1.157202745,3.171017875,15.41878121,2.741821363,1.292438766,3.409683621,93.01223492,4.317789292,19.35164452,13.4,7.0,1.0,0.739120298,6.25,6.25,6.0,2.0,76.0,14.0,67103.0,319.6,77.45555555555556,0.6542431683481719
"Adams, IN",1.0,,15.0,24.0,0.0,7.0,12.0,1.0,281.0,70.0,16.0,1.0,0.0,21.0,12.0,6.0,49251.0,0.0,12.0,14.0,31.15712333,13.8133597,13.9,4.106202926,1.803523896,8.75615299,3.315535556,8.645048653,2.086182335,1.356432975,0.296623724,94.57353069,8.161724128,12.19128132,12.8,4.0,0.0,0.555313061,7.0,7.0,3.0,1.0,165.0,49.0,34387.0,340.0,80.10000000000001,-0.5989237523123052
"Adams, MS",3.0,52000.0,,2.0,7.0,8.0,24.0,0.0,13.0,6.0,23.0,1.0,7.0,27.0,0.0,4.0,32673.0,0.0,99.0,8.0,22.27761092,15.84048054,13.9,6.656965043,5.468963516,4.83257954,13.33677915,22.24334569,3.619495466,3.914933369,53.10090721,38.65684119,0.404128326,41.43227005,29.6,3.0,0.0,1.084407364,7.0,8.0,4.0,1.0,,1.0,32297.0,419.4,73.14444444444445,-1.266827165688692
"Adams, ND",9.0,118000.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,2.0,0.0,2.0,48106.0,0.0,0.0,0.0,19.03542467,24.24242424,10.5,0.853606487,3.921531661,0.851517854,6.882044847,22.28559969,5.991977027,0.471483761,0.341442595,96.71361502,,6.248214722,10.1,0.0,0.0,1.298139334,5.0,5.0,2.0,0.0,0.0,0.0,2343.0,233.7,79.3,1.2629749151574483
"Adams, NE",0.0,0.0,1.0,6.0,0.0,5.5,12.0,1.0,73.0,15.0,28.0,2.0,0.0,22.0,0.0,7.0,48579.0,0.0,,2.0,23.9669685,15.4253284,10.8,8.111210305,7.008182912,2.003266429,9.291352735,29.19310418,6.243324572,3.258371796,0.698252774,88.46766994,2.325729578,12.03682995,12.7,3.0,1.0,0.468864236,0.0,5.5,2.0,1.0,15.0,16.0,31364.0,358.3,79.21111111111111,0.1294677716942343
"Adams, OH",10.0,66000.0,54.0,19.0,0.0,0.0,15.0,2.0,193.0,75.0,16.0,0.0,0.0,8.0,0.0,3.0,36609.0,0.0,29.0,19.0,24.99124343,14.81611208,11.4,0.851138354,1.749911331,6.034843519,4.04875226,7.09532586,0.932612437,1.831547021,0.294220665,97.06830123,6.806799746,32.06124878,21.3,0.0,0.0,1.243386243,5.75,5.75,2.0,1.0,37.0,10.0,28550.0,401.9,74.02000000000001,-0.4080636211492558
"Adams, PA",9.0,185000.0,128.0,64.0,0.0,0.0,25.0,21.0,3694.0,191.0,61.0,4.0,0.0,73.0,9.0,12.0,60558.0,1.0,14758.0,135.0,22.12667765,15.73264173,11.6,6.030155709,2.625769816,1.842945635,2.950435899,10.9924052,1.792050814,0.722172473,1.429881566,90.55587879,36.36829047,8.07418251,8.5,7.0,3.0,0.430289772,6.0,6.0,12.0,0.0,988.0,82.0,101407.0,325.7,79.99545454545455,0.17599732145897015
"Adams, WA",4.0,,,2.0,0.0,6.5,9.0,2.0,115.0,27.0,11.0,1.0,0.0,14.0,0.0,7.0,48127.0,0.0,5850.0,38.0,34.77146519,10.22533106,11.0,59.26420333,5.10435185,0.697854135,7.462801232,15.95592135,1.985012603,3.479041461,0.250961128,38.77616403,6.064761101,32.33129501,16.5,1.0,1.0,0.631412786,6.5,6.5,0.0,1.0,28642.0,49.0,18728.0,308.7,78.66,0.4897726589395903
"Adams, WI",2.0,,945.0,9.0,0.0,0.0,7.0,2.0,178.0,20.0,9.0,1.0,0.0,19.0,1.0,1.0,42844.0,0.0,,3.0,16.38802395,23.46826347,12.8,3.750898204,1.757669075,2.287691063,3.327978493,9.324864796,1.870725101,1.25726415,2.926946108,91.08023952,8.673618556,20.17444992,17.4,1.0,0.0,0.334477812,5.0,5.0,0.0,0.0,34973.0,30.0,20875.0,347.5,77.17999999999999,-0.3489283957794506
"Addison, VT",14.0,288000.0,32.0,29.0,0.0,0.0,28.0,22.0,4659.0,181.0,16.0,4.0,0.0,28.0,38.0,16.0,58408.0,0.0,431.0,29.0,20.37424296,13.85622335,6.7,1.86035143,0.583528214,2.643694941,0.771649916,2.356941181,0.308340431,0.335698509,0.730561364,94.13106651,126.4246174,12.33376789,8.9,6.0,1.0,0.650882206,0.0,0.0,2.0,0.0,258.0,65.0,36821.0,296.4,82.03999999999999,1.8171144598534699
"Aiken, SC",26.0,37000.0,269.0,33.0,0.0,6.0,92.0,8.0,228.0,79.0,88.0,1.0,0.0,92.0,2.0,29.0,48012.0,1.0,221.0,63.0,23.00326673,15.37736026,12.8,4.886976183,5.107232778,3.191611913,7.277939815,22.13796581,3.40231289,3.123130338,24.38678568,67.81179145,1.39642564,24.47352219,18.1,9.0,0.0,0.84094948,0.0,6.0,8.0,3.0,,63.0,160099.0,338.3,77.08,-0.2715390833983076
"Aitkin, MN",3.0,,58.0,14.0,0.0,6.875,14.0,5.0,236.0,46.0,9.0,0.0,0.0,18.0,2.0,2.0,43817.0,0.0,15.0,9.0,18.01012221,27.2373781,11.5,0.931983706,5.804061823,5.069552521,11.775561,32.35110466,8.503202968,3.53529756,0.327120109,95.03764967,14.81109577,13.44739437,14.2,0.0,1.0,0.926100333,6.875,6.875,0.0,0.0,47.0,14.0,16202.0,249.1,79.48333333333333,0.8488096903849779
"Alachua, FL",23.0,145000.0,1978.0,109.0,0.0,6.0,125.0,14.0,688.0,152.0,197.0,7.0,0.0,189.0,8.0,45.0,47023.0,1.0,2922.0,242.0,17.90479348,10.76551735,8.3,8.390206036,2.882535182,2.064161037,6.427961527,15.2279375,1.627999225,1.618978422,19.98091665,63.66481224,2.733749488,20.16591644,21.1,30.0,1.0,0.829630985,6.0,6.0,12.0,2.0,2924.0,78.0,247336.0,267.5,77.9452380952381,1.6048222507486476
"Alamance, NC",8.0,16000.0,22.0,23.0,0.0,4.75,81.0,12.0,531.0,94.0,118.0,3.0,0.0,113.0,7.0,24.0,41566.0,1.0,86.0,27.0,23.45183979,14.61050347,10.9,11.00965388,5.361780159,2.441776617,10.02074826,22.92153078,2.934959688,3.23682687,18.51704812,67.30452389,3.452041971,20.11997986,18.9,12.0,1.0,0.825645357,4.75,4.75,8.0,5.0,164.0,56.0,151131.0,317.2,77.94,0.44673388834002464
"Alameda, CA",16.0,196000.0,2.0,8.0,0.0,6.5,297.0,4.0,387.0,45.0,1090.0,37.0,0.0,1401.0,4.0,387.0,81462.0,1.0,6228.0,113.0,22.55363441,11.10701324,8.5,22.50516629,1.699989502,0.247724305,1.002539499,7.148677186,0.835674588,0.236171902,12.19158681,34.0706403,0.248562576,12.03360271,11.5,145.0,5.0,0.559747093,6.5,6.5,156.0,6.0,116.0,38.0,1510271.0,225.6,80.84585798816569,1.900355648283699
"Alamosa, CO",1.0,,0.0,0.0,0.0,0.0,8.0,2.0,116.0,17.0,13.0,1.0,0.0,19.0,0.0,4.0,40067.0,0.0,0.0,0.0,24.78471997,11.34347685,6.7,46.03431531,1.682005478,1.587643232,2.624448641,5.925453148,0.795876918,1.092099471,0.89349304,49.64066041,7.188894398,32.79579926,24.0,3.0,1.0,0.763768475,2.91,2.91,1.0,1.0,15284.0,34.0,15445.0,299.5,78.15,1.7910376263337369
"Albany, NY",17.0,989000.0,25.0,23.0,0.0,4.0,131.0,12.0,1117.0,90.0,313.0,15.0,0.0,338.0,9.0,90.0,57312.0,1.0,140.0,11.0,19.93103312,13.90974478,9.8,4.903617309,5.681494707,1.988695286,4.779734781,27.06973166,4.054501893,1.562674085,11.96433972,75.9858516,3.645335309,16.41732407,12.6,39.0,1.0,0.848461039,4.0,4.0,31.0,3.0,748.0,63.0,304204.0,335.5,79.4820895522388,0.6058809216428416
"Albany, WY",38.0,877000.0,0.0,0.0,0.0,4.0,10.0,2.0,158.0,33.0,31.0,3.0,0.0,30.0,2.0,2.0,44455.0,0.0,,1.0,16.63131216,8.722003361,6.9,8.821179647,7.29419411,1.214783534,14.1984089,37.05266423,3.537897291,1.758893483,1.074409763,84.83980275,4.225050808,6.314957619,20.1,4.0,1.0,0.268269128,0.0,4.0,3.0,1.0,2.0,3.0,36299.0,258.8,80.9125,2.076476765732117
"Albemarle, VA",25.0,1693000.0,28.0,22.0,1.5,5.3,57.0,7.0,,87.0,55.0,5.0,1.5,66.0,5.0,17.0,71293.0,1.0,2139.0,68.0,21.50651713,14.27099121,7.6,5.47337577,3.900226467,1.578579916,3.655561459,15.43766777,1.709483,0.935736677,9.58573305,77.93270688,,,9.5,9.0,0.0,0.435203568,1.5,5.3,3.0,1.0,42.0,31.0,98970.0,209.5,81.025,2.2919469657673743
"Alcona, MI",5.0,,9.0,5.0,0.0,0.0,8.0,0.0,64.0,28.0,3.0,1.0,0.0,10.0,2.0,3.0,37618.0,0.0,16.0,9.0,14.55858161,31.44763297,14.0,1.133248035,1.384272837,3.858597431,4.264405957,10.98963669,3.661304839,1.86252658,0.118808262,97.06634984,6.033751296,21.17628479,15.8,0.0,0.0,1.159692838,0.0,0.0,0.0,0.0,19.0,9.0,10942.0,471.8,76.475,-1.7360719955251716
"Alcorn, MS",0.0,0.0,,1.0,7.0,8.0,21.0,0.0,11.0,7.0,28.0,2.0,7.0,32.0,0.0,6.0,41383.0,0.0,24.0,6.0,24.34357881,15.88903581,14.3,2.725530939,2.384948778,4.233957762,4.679153956,10.16549273,1.965453569,1.790120033,11.35817794,84.49955474,0.295436844,20.11146736,19.6,5.0,0.0,0.715297959,7.0,8.0,1.0,1.0,10.0,7.0,37057.0,557.2,73.83333333333333,-2.5398333731904716
"Aleutians East, AK",,,,,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,,4.0,57015.0,0.0,,,11.81152499,4.934734161,7.6,12.25724292,7.004138688,21.93798279,34.93750965,70.13690004,3.12002544,9.793124513,6.749442853,13.5307227,,11.47598839,17.4,0.0,0.0,1.581777918,0.0,0.0,0.0,0.0,,,,105.3,,3.168465047301625
"Aleutians West, AK",,,,,0.0,0.0,2.0,,,,2.0,0.0,0.0,2.0,,3.0,80695.0,0.0,,,14.65563748,3.470598813,6.2,13.0552059,3.758949678,11.5099696,8.574047789,22.35621387,1.370470729,2.947771135,5.718395972,31.37924834,,6.913927555,8.5,0.0,0.0,0.976503816,0.0,0.0,0.0,0.0,,,,211.9,,2.6702295929866384
"Alexander, IL",1.0,,0.0,0.0,1.0,1.0,3.0,0.0,,3.0,0.0,0.0,1.0,6.0,0.0,2.0,32922.0,1.0,26.0,6.0,22.88176742,16.95799951,11.4,1.881524642,4.556304155,5.127756807,12.50765733,21.21933856,3.195802824,5.527271717,35.29983006,60.48798252,,60.55598831,28.6,0.0,0.0,0.774393392,6.25,6.25,0.0,0.0,,1.0,8238.0,418.3,74.475,-0.5460184823504243
"Alexander, NC",6.0,9000.0,12.0,12.0,0.0,4.75,13.0,4.0,676.0,42.0,15.0,0.0,0.0,22.0,5.0,4.0,41092.0,1.0,288.0,29.0,22.72434002,15.12715737,11.6,4.303994838,1.496070161,3.08633878,2.954079163,6.530453819,0.872459889,0.877679895,5.443841067,87.82999086,18.28212895,20.81303024,15.5,2.0,0.0,0.60601127,4.75,4.75,1.0,1.0,226.0,11.0,37198.0,297.2,77.17142857142858,0.41573595220490256
"Alexandria, VA",,,,,1.5,5.3,45.0,,,,120.0,4.0,1.5,152.0,,30.0,89177.0,1.0,,,17.12558764,9.149364846,6.2,16.0924796,,,,,,,21.27516683,53.49727791,,7.791741371,9.1,17.0,0.0,0.448867805,1.5,5.3,9.0,1.0,,,,,,
"Alfalfa, OK",8.0,6000.0,0.0,0.0,4.5,4.5,4.0,3.0,13.0,5.0,1.0,0.0,4.5,4.0,0.0,2.0,52551.0,0.0,,3.0,18.04324708,20.24104927,13.2,3.970223325,8.578152514,1.985594152,21.07413765,58.77694571,11.34522374,4.867568234,3.970223325,87.2562921,2.302107314,10.6539526,14.6,0.0,0.0,0.88245676,4.5,4.5,0.0,0.0,0.0,0.0,5642.0,400.5,78.76666666666667,-0.9086070282898234
"Alger, MI",4.0,,16.0,8.0,0.0,0.0,10.0,3.0,111.0,28.0,6.0,1.0,0.0,13.0,12.0,7.0,43341.0,0.0,17.0,6.0,17.13363191,20.57077388,11.0,1.187376315,6.299396521,4.150269554,14.03285646,34.79863254,8.293189968,5.377410787,6.322258098,85.54317259,11.68913227,15.25100613,14.6,0.0,0.0,1.013171226,0.0,0.0,1.0,0.0,28.0,14.0,9601.0,330.7,81.2,0.3047112597672917
"Allamakee, IA",0.0,0.0,13.0,3.0,0.0,6.0,7.0,3.0,85.0,31.0,5.0,2.0,0.0,21.0,1.0,5.0,47756.0,0.0,21.0,9.0,23.09839498,19.56036288,9.1,5.282623866,1.649625457,1.425498482,2.162304794,8.128616843,1.780327104,0.570988514,0.76064201,92.9867411,6.018551299,14.26028061,10.8,1.0,1.0,0.948233476,6.0,6.0,2.0,0.0,80.0,11.0,14330.0,306.4,79.88,1.0499022532034128
"Allegan, MI",31.0,567000.0,2786.0,82.0,0.0,0.0,51.0,10.0,1782.0,166.0,47.0,3.0,0.0,82.0,6.0,20.0,55611.0,0.0,1619.0,59.0,26.23150941,12.95957202,10.3,6.69072239,1.084244147,1.909392462,0.831520315,4.063115844,0.558453854,0.449949262,1.134568433,89.71079276,15.92521761,18.19458389,11.2,7.0,1.0,0.59354332,0.0,0.0,5.0,2.0,5239.0,85.0,111408.0,316.4,79.57826086956521,0.6242367409755887
"Allegany, MD",2.0,,4.0,6.0,0.0,0.0,29.0,1.0,130.0,17.0,58.0,2.0,0.0,46.0,2.0,16.0,39859.0,1.0,45.0,9.0,18.00444817,17.84862892,12.8,1.444990478,4.985992533,2.966187909,13.11713633,34.13217816,5.400552188,4.130509707,7.936127426,88.15773703,1.75718418,22.47437859,20.0,10.0,1.0,0.702588769,6.0,6.0,6.0,1.0,27.0,8.0,75087.0,498.9,76.32173913043479,-1.6224872973560875
"Allegany, NY",15.0,67000.0,13.0,22.0,0.0,4.0,28.0,3.0,787.0,98.0,21.0,4.0,0.0,35.0,8.0,12.0,44331.0,0.0,38.0,13.0,21.6074858,15.20655416,9.3,1.368855473,0.636639673,5.916984402,2.991699266,7.710938407,0.581722018,0.613496987,1.009275528,95.41331263,16.30817688,18.15929222,16.8,3.0,0.0,0.982277643,4.0,4.0,2.0,0.0,,41.0,48946.0,388.1,81.26666666666667,0.305727062661367
"Alleghany, NC",5.0,14000.0,6.0,6.0,0.0,4.75,7.0,3.0,164.0,17.0,6.0,1.0,0.0,9.0,0.0,2.0,36113.0,0.0,27.0,9.0,20.03585836,20.65441506,12.8,9.000448229,0.605635421,5.271228867,1.785754818,3.861072369,0.806513012,0.549746643,1.192290453,88.4087853,15.00869406,19.27406502,22.9,2.0,0.0,1.14395534,4.75,4.75,0.0,0.0,1864.0,24.0,11155.0,314.9,79.03333333333333,-0.07470104973322604
"Alleghany, VA",2.0,,0.0,0.0,1.5,5.3,10.0,0.0,31.0,22.0,8.0,0.0,1.5,5.0,0.0,3.0,45210.0,0.0,,2.0,21.23076923,20.33846154,11.0,1.083076923,2.5778317,3.124370313,4.727222029,13.27735107,3.496561727,1.354909268,4.621538462,92.55384615,1.909690137,,18.2,1.0,0.0,1.073115629,1.5,5.3,0.0,0.0,8.0,3.0,16250.0,362.8,76.78333333333333,0.034689854611346604
"Allegheny, PA",13.0,335000.0,25.0,14.0,0.0,0.0,421.0,8.0,1090.0,71.0,936.0,21.0,0.0,1030.0,5.0,210.0,54412.0,1.0,116.0,25.0,19.75423183,16.76211511,9.7,1.558836897,5.570799815,2.208546666,5.693898065,25.54295144,4.382507374,2.279785543,13.07869878,80.61581823,0.885544581,17.35933304,12.2,183.0,3.0,0.623709671,6.0,6.0,94.0,13.0,445.0,25.0,1223348.0,362.8,77.23613445378152,0.40469877356876655
"Allen, IN",10.0,51000.0,,3.0,0.0,7.0,122.0,7.0,632.0,100.0,219.0,13.0,0.0,247.0,2.0,40.0,50017.0,1.0,82.0,19.0,27.005395,11.85858739,10.3,6.499047362,7.840035457,2.693270437,9.841942486,30.36175736,3.750719784,3.28610501,11.53803939,76.48939434,1.751376576,19.5002327,14.6,48.0,3.0,0.698506154,7.0,7.0,24.0,9.0,146.0,28.0,355329.0,323.2,77.32795698924731,0.5670359448677871
"Allen, KS",14.0,43000.0,0.0,0.0,6.15,6.15,5.0,0.0,139.0,27.0,8.0,1.0,6.15,13.0,2.0,2.0,41604.0,0.0,,2.0,23.54348964,18.28584249,10.9,2.931717897,9.782259944,2.929782958,19.50361429,39.96050759,7.115410477,5.93804998,1.817365941,91.87794481,10.41744735,18.50458908,18.9,0.0,1.0,1.076156869,6.15,6.15,1.0,1.0,10.0,8.0,13371.0,366.3,75.96,0.033710492914576035
"Allen, KY",6.0,34000.0,54.0,25.0,0.0,6.0,10.0,6.0,591.0,63.0,6.0,0.0,0.0,6.0,11.0,4.0,42287.0,1.0,19.0,9.0,24.48887553,14.68731209,13.7,1.488274203,0.277412393,4.711483414,0.493938792,0.973505964,0.136858704,0.145440531,0.796752856,96.22669874,29.19960474,23.11955452,19.8,1.0,1.0,0.783440541,6.0,6.0,0.0,0.0,407.0,62.0,19956.0,425.6,74.53333333333333,-1.2620563836577858
"Allen, LA",4.0,30000.0,0.0,0.0,0.0,0.0,14.0,0.0,57.0,20.0,9.0,1.0,0.0,4.0,0.0,4.0,42120.0,0.0,73.0,7.0,22.87688247,12.91724887,11.2,1.327433628,6.283187339,4.277001053,11.54855301,27.9392746,3.361210524,4.125912417,23.12140972,70.93619003,2.229610796,23.79837608,20.4,1.0,0.0,1.122466293,0.0,0.0,0.0,1.0,28.0,6.0,,,,
"Allen, OH",2.0,,,6.0,0.0,0.0,47.0,6.0,748.0,37.0,104.0,5.0,0.0,56.0,2.0,16.0,49297.0,1.0,15.0,9.0,23.92999219,14.76239291,13.0,2.363374745,4.363314906,1.757523752,4.6435345,18.18404448,3.050397671,1.776639559,11.76326753,82.48582257,7.101557975,21.91011047,15.5,12.0,1.0,0.729179546,5.75,5.75,3.0,3.0,,6.0,106331.0,362.6,76.88333333333334,-0.5328722597362642
"Allendale, SC",5.0,27000.0,,1.0,0.0,6.0,8.0,0.0,134.0,7.0,4.0,1.0,0.0,1.0,0.0,2.0,27089.0,0.0,,12.0,22.32459929,13.19704386,19.2,2.293886169,3.701244942,8.200004112,12.37513213,16.70659491,2.502828213,6.400391038,73.37556387,23.1308187,13.40670335,52.58413315,41.0,0.0,0.0,1.568548925,0.0,6.0,0.0,0.0,,14.0,10419.0,436.7,72.5,-2.920850620857228
"Alpena, MI",6.0,20000.0,31.0,8.0,0.0,0.0,22.0,2.0,141.0,69.0,18.0,2.0,0.0,24.0,4.0,7.0,40665.0,0.0,106.0,25.0,20.91019663,19.47766741,11.4,1.027096425,1.340159113,2.392821772,2.287227147,6.180749369,1.215900296,1.221950347,0.26353132,96.7058585,4.82562716,26.9709549,16.2,3.0,0.0,1.074661923,0.0,0.0,2.0,1.0,46.0,21.0,29598.0,398.1,77.25555555555555,-0.3760984703831319
"Alpine, CA",0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,50882.0,0.0,,1.0,21.78723404,14.12765957,10.3,7.14893617,8.854059182,1.875538926,12.47481688,48.95000781,7.580931545,3.386934241,0.0,72.5106383,0.0,17.19219208,19.0,0.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,0.0,1175.0,286.3,80.4,0.8774343825704153
"Amador, CA",13.0,1037000.0,2.0,11.0,0.0,6.5,10.0,10.0,218.0,52.0,12.0,5.0,0.0,39.0,1.0,11.0,55879.0,0.0,3849.0,161.0,16.78349216,20.64792208,10.2,12.48588906,1.243891413,2.395700767,3.571358572,14.01342702,1.809732593,0.669408018,2.462523956,79.61198183,5.876169169,12.94729424,13.1,4.0,0.0,0.79654381,6.5,6.5,2.0,0.0,33.0,34.0,38091.0,312.7,79.19999999999999,0.6838229280988435
"Amelia, VA",6.0,12000.0,,2.0,1.5,5.3,6.0,0.0,91.0,23.0,5.0,1.0,1.5,5.0,0.0,1.0,53078.0,1.0,6.0,8.0,22.23798266,15.75256107,11.8,2.285263987,3.373899136,2.632962856,5.756433393,16.46385993,2.296383074,2.011464999,23.04964539,72.75807723,7.142857143,20.77613068,11.1,1.0,2.0,0.803354495,1.5,5.3,1.0,0.0,20.0,3.0,12690.0,310.8,76.25,0.24440991091892697
"Amherst, VA",1.0,,13.0,6.0,1.5,5.3,21.0,0.0,144.0,19.0,18.0,1.0,1.5,15.0,0.0,6.0,48646.0,1.0,471.0,25.0,21.45087009,16.4745155,12.7,1.931814669,3.27125231,4.356897883,6.150547092,16.79234689,2.32064374,2.024291413,18.86687479,75.69931691,4.437733058,14.61853123,15.0,1.0,1.0,0.887784091,1.5,5.3,1.0,1.0,11.0,6.0,32353.0,312.5,76.6625,-0.026050308924698076
"Amite, MS",8.0,27000.0,118.0,20.0,7.0,8.0,11.0,2.0,25.0,14.0,2.0,0.0,7.0,1.0,0.0,4.0,37085.0,0.0,6.0,7.0,22.50399817,18.20120326,17.6,0.837712284,3.78787715,7.73105277,8.934960812,17.84083189,3.161652868,3.295202628,41.09359531,57.23859569,1.928119698,26.58984947,22.2,2.0,0.0,0.778215122,7.0,8.0,0.0,0.0,24.0,11.0,13131.0,462.0,77.89999999999999,-2.678275637342394
